Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.137.128-192.168.137.185-42190-54411-17,192.168.137.128,42190,192.168.137.185,54411,17,2023-02-06 14:42:30,56248055,28301,0,14490112.0,0.0,512.0,512.0,512.0,0.0,0.0,0.0,0.0,0.0,257610.8987235203,503.1462865693756,1987.563780918722,125119.43839198872,20534973.0,0.0,56248055.0,1987.563780918722,125119.43839198872,20534973.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,226408,0,503.1462865693756,0.0,512.0,512.0,512.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,512.0180912335253,512.0,0.0,0,0,0,2415018,4716,500351,5660,2898022,0,0,0,0,28300,8,7568403.0,0.0,7568403.0,7568403.0,20534973.0,0.0,20534973.0,20534973.0,Mirai
192.168.137.1-192.168.137.163-67-68-17,192.168.137.1,67,192.168.137.163,68,17,2023-01-18 16:18:46,55327977,4,0,1224.0,0.0,306.0,306.0,306.0,0.0,0.0,0.0,0.0,0.0,22.12262342431208,0.072296154981412,18442659.0,31620931.658146303,54954934.0,32737.0,55327977.0,18442659.0,31620931.658146303,54954934.0,32737.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,0,0.072296154981412,0.0,306.0,306.0,306.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,382.5,306.0,0.0,0,0,0,0,0,0,4,1224,0,0,0,0,3,8,340306.0,0.0,340306.0,340306.0,54954934.0,0.0,54954934.0,54954934.0,Mirai
192.168.137.28-255.255.255.255-49154-6667-17,192.168.137.28,49154,255.255.255.255,6667,17,2023-02-06 14:42:32,54991089,12,0,2256.0,0.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,41.024828586318776,0.2182171733314828,4999189.909090909,32781.45629301585,5058860.0,4933241.0,54991089.0,4999189.909090909,32781.45629301585,5058860.0,4933241.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,0,0.2182171733314828,0.0,188.0,188.0,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,203.66666666666663,188.0,0.0,0,0,0,0,0,0,1,205,0,0,0,0,11,8,4959577.333333333,23495.04373976208,4978386.0,4933241.0,5017281.0,20748.0302599226,5058860.0,5001244.0,Mirai
192.168.137.3-255.255.255.255-49154-6667-17,192.168.137.3,49154,255.255.255.255,6667,17,2023-02-06 14:42:32,54977999,12,0,2256.0,0.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,41.03459640282652,0.2182691298022687,4997999.909090909,21342.572911692485,5037556.0,4965954.0,54977999.0,4997999.909090909,21342.572911692485,5037556.0,4965954.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,0,0.2182691298022687,0.0,188.0,188.0,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,203.66666666666663,188.0,0.0,0,0,0,0,0,0,1,205,0,0,0,0,11,8,8725965.25,2499290.4105659504,9992635.0,4977090.0,5018534.5,18094.28901615103,5037556.0,5000438.0,Mirai
192.168.137.216-255.255.255.255-49155-6667-17,192.168.137.216,49155,255.255.255.255,6667,17,2023-02-02 15:33:27,54844243,9,0,1692.0,0.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,30.851004726239,0.1641010889693563,6855530.375,5320695.554427928,20019943.0,4827930.0,54844243.0,6855530.375,5320695.554427928,20019943.0,4827930.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,0,0.1641010889693563,0.0,188.0,188.0,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,208.88888888888889,188.0,0.0,0,0,0,0,0,0,1,211,0,0,0,0,8,8,4910844.0,117258.1033106028,4993758.0,4827930.0,8815797.75,7470155.536212366,20019943.0,5004460.0,Mirai
192.168.137.140-255.255.255.255-52432-6667-17,192.168.137.140,52432,255.255.255.255,6667,17,2023-01-17 16:56:52,54500654,12,0,2256.0,0.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,41.393998684859824,0.2201808440684033,4954604.909090909,720778.118344814,6043601.0,3983201.0,54500654.0,4954604.909090909,720778.118344814,6043601.0,3983201.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,0,0.2201808440684033,0.0,188.0,188.0,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,203.66666666666663,188.0,0.0,0,0,0,0,0,0,1,205,0,0,0,0,11,8,4344523.8,329315.57715920446,4763825.0,3983201.0,5625323.2,373893.14609551226,6043601.0,5187734.0,Mirai
192.168.137.242-192.168.137.1-42909-53-17,192.168.137.242,42909,192.168.137.1,53,17,2023-01-13 15:50:54,53417479,2,0,82.0,0.0,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,1.5350780593745357,0.0374409282774276,53417479.0,0.0,53417479.0,53417479.0,53417479.0,53417479.0,0.0,53417479.0,53417479.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,0.0374409282774276,0.0,41.0,41.0,41.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,61.5,41.0,0.0,0,0,0,0,0,0,2,82,0,0,0,0,1,8,0.0,0.0,0.0,0.0,53417479.0,0.0,53417479.0,53417479.0,Mirai
192.168.137.244-255.255.255.255-49180-6667-17,192.168.137.244,49180,255.255.255.255,6667,17,2023-02-01 16:44:33,53075108,3,0,516.0,0.0,172.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,9.722071597103486,0.056523672076183,26537554.0,37368892.08679351,52961351.0,113757.0,53075108.0,26537554.0,37368892.08679351,52961351.0,113757.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,0,0.056523672076183,0.0,172.0,172.0,172.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,229.3333333333333,172.0,0.0,0,0,0,0,0,0,3,516,0,0,0,0,2,8,113757.0,0.0,113757.0,113757.0,52961351.0,0.0,52961351.0,52961351.0,Mirai
192.168.137.129-192.168.137.1-50846-53-17,192.168.137.129,50846,192.168.137.1,53,17,2023-01-12 20:42:31,52721360,4,4,160.0,224.0,40.0,40.0,40.0,0.0,56.0,56.0,56.0,0.0,7.283575385763949,0.1517411538700822,7531622.857142856,10857543.487574624,27315847.0,32913.0,52657304.0,17552434.666666668,9689389.445242116,27403162.0,8032874.0,52634045.0,17544681.666666668,9738127.028516024,27425654.0,7955980.0,0,0,0,0,32,32,0.0758705769350411,0.0758705769350411,40.0,56.0,47.11111111111112,8.432740427115679,71.11111111111111,0,0,0,0,0,0,0,0,1.0,53.0,40.0,56.0,0,0,0,0,0,0,1,53,1,74,0,0,3,8,76678.33333333333,39535.121314260985,109807.0,32913.0,17475756.333333332,9699583.943494758,27315847.0,7923067.0,Mirai
192.168.137.58-224.0.0.251-5353-5353-17,192.168.137.58,5353,224.0.0.251,5353,17,2023-02-01 15:15:50,52517675,3,0,863.0,0.0,391.0,81.0,287.6666666666667,178.97858344878398,0.0,0.0,0.0,0.0,16.4325629419048,0.0571236255222646,26258837.5,29294283.481825672,46973024.0,5544651.0,52517675.0,26258837.5,29294283.481825672,46973024.0,5544651.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,0,0.0571236255222646,0.0,81.0,391.0,313.5,155.0,24025.0,0,0,0,0,0,0,0,0,0.0,418.0,287.6666666666667,0.0,0,0,0,0,0,0,1,431,0,0,0,0,2,8,0.0,0.0,0.0,0.0,26258837.5,29294283.481825672,46973024.0,5544651.0,Mirai
192.168.137.228-224.0.0.251-5353-5353-17,192.168.137.228,5353,224.0.0.251,5353,17,2023-02-02 16:17:49,51937454,41,0,4995.0,0.0,356.0,40.0,121.82926829268293,80.34049490730825,0.0,0.0,0.0,0.0,96.17337037737737,0.7894110481426371,1298436.35,3318483.21175452,18926662.0,8.0,51937454.0,1298436.35,3318483.21175452,18926662.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,328,0,0.7894110481426371,0.0,40.0,356.0,123.95238095238096,80.53872038962177,6486.485481997678,0,0,0,0,0,0,0,0,0.0,126.97560975609755,121.82926829268293,0.0,0,0,0,806,7,1012,4,555,0,0,0,0,40,8,353835.0,0.0,353835.0,353835.0,13320914.5,7927724.141739071,18926662.0,7715167.0,Mirai
192.168.137.129-192.168.137.1-53589-53-17,192.168.137.129,53589,192.168.137.1,53,17,2023-01-13 17:21:46,51507863,8,8,328.0,1528.0,41.0,41.0,41.0,0.0,191.0,191.0,191.0,0.0,36.03333339610692,0.3106321844491976,3433857.5333333327,6121025.084966159,19477762.0,148488.0,51098491.0,7299784.428571428,7713243.299475128,19772347.0,449706.0,51217605.0,7316800.714285715,7699464.178970027,19778980.0,557860.0,0,0,0,0,64,64,0.1553160922245988,0.1553160922245988,41.0,191.0,111.58823529411764,77.17436331412897,5955.882352941176,0,0,0,0,0,0,0,0,1.0,118.5625,41.0,191.0,0,0,0,464,4,445,1,65,1,305,0,0,7,8,2554345.0,3916039.743915912,7076198.0,292252.0,14328583.333333334,5929469.805655674,19477762.0,7845915.0,Mirai
192.168.137.65-47.254.89.110-21057-32100-17,192.168.137.65,21057,47.254.89.110,32100,17,2023-01-19 17:23:44,50540940,3,3,324.0,24.0,108.0,108.0,108.0,0.0,8.0,8.0,8.0,0.0,6.885507076045677,0.1187156392421668,10108188.0,13331047.36166315,24718765.0,366607.0,50158030.0,25079015.0,11230.269898804749,25086956.0,25071074.0,50174333.0,25087166.5,20518.11746969005,25101675.0,25072658.0,0,0,0,0,24,24,0.0593578196210834,0.0593578196210834,8.0,108.0,65.14285714285715,53.45224838248488,2857.1428571428573,0,0,0,0,0,0,0,0,1.0,76.0,108.0,8.0,0,0,0,0,0,0,1,162,1,12,0,0,2,8,367399.0,1120.0571413994912,368191.0,366607.0,24711616.0,10110.212757405256,24718765.0,24704467.0,Mirai
192.168.137.65-47.90.209.117-21057-32100-17,192.168.137.65,21057,47.90.209.117,32100,17,2023-01-19 17:23:44,50413827,3,3,324.0,24.0,108.0,108.0,108.0,0.0,8.0,8.0,8.0,0.0,6.90286813575966,0.1190149678579251,10082765.4,13381092.325629374,24773850.0,309333.0,50102091.0,25051045.5,47477.27060920836,25084617.0,25017474.0,50104494.0,25052247.0,47148.46595595661,25085586.0,25018908.0,0,0,0,0,24,24,0.0595074839289625,0.0595074839289625,8.0,108.0,65.14285714285715,53.45224838248488,2857.1428571428573,0,0,0,0,0,0,0,0,1.0,76.0,108.0,8.0,0,0,0,0,0,0,1,162,1,12,0,0,2,8,310050.0,1013.9911242215092,310767.0,309333.0,24740995.5,46463.27948498685,24773850.0,24708141.0,Mirai
192.168.137.217-47.90.209.117-24449-32100-17,192.168.137.217,24449,47.90.209.117,32100,17,2023-01-12 17:51:34,50112858,3,3,324.0,24.0,108.0,108.0,108.0,0.0,8.0,8.0,8.0,0.0,6.944325546150251,0.1197297507956939,10022571.6,13572190.245199991,24925633.0,96279.0,50015144.0,25007572.0,20279.822484430184,25021912.0,24993232.0,50016579.0,25008289.5,79140.09805717958,25064250.0,24952329.0,0,0,0,0,24,24,0.0598648753978469,0.0598648753978469,8.0,108.0,65.14285714285715,53.45224838248488,2857.1428571428573,0,0,0,0,0,0,0,0,1.0,76.0,108.0,8.0,0,0,0,0,0,0,1,162,1,12,0,0,2,8,117448.0,29937.486901876047,138617.0,96279.0,24890124.0,50217.30938630623,24925633.0,24854615.0,Mirai
192.168.137.217-47.90.209.117-10981-32100-17,192.168.137.217,10981,47.90.209.117,32100,17,2023-01-12 19:57:22,50082127,5,4,436.0,44.0,108.0,4.0,87.2,46.51021393199562,20.0,8.0,11.0,6.0,9.5842574737291,0.1797048276324206,6260265.875,10690584.351527862,24980089.0,316.0,50082127.0,12520531.75,12806379.518900529,25038958.0,3134.0,50012694.0,16670898.0,14437182.095216746,25037791.0,316.0,0,0,0,0,40,32,0.0998360153513448,0.0798688122810758,4.0,108.0,48.4,51.48289899460683,2650.488888888889,0,0,0,0,0,0,0,0,0.0,53.77777777777778,87.2,11.0,0,0,0,140,4,12867,1,145,1,14,0,0,4,8,1565310.0,2132079.680342177,3072918.0,57702.0,23446319.0,2169078.335560982,24980089.0,21912549.0,Mirai
192.168.137.69-255.255.255.255-49154-6667-17,192.168.137.69,49154,255.255.255.255,6667,17,2023-02-06 14:42:35,50053778,11,0,2068.0,0.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,41.315562633453965,0.2197636310290104,5005377.800000001,55440.98068877683,5115604.0,4884399.0,50053778.0,5005377.800000001,55440.98068877683,5115604.0,4884399.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,88,0,0.2197636310290104,0.0,188.0,188.0,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,205.0909090909091,188.0,0.0,0,0,0,0,0,0,1,206,0,0,0,0,10,8,6624476.333333333,2917426.173414048,9992609.0,4884399.0,5030058.166666666,42706.70523192654,5115604.0,5002747.0,Mirai
192.168.137.58-139.99.133.133-57271-4500-17,192.168.137.58,57271,139.99.133.133,4500,17,2023-02-06 15:26:41,50040202,6,5,609.0,608.0,132.0,1.0,101.5,53.44810567269901,132.0,80.0,121.6,23.25510696599781,24.32044538908936,0.2198232533114074,5004020.199999999,5021229.731738648,10285637.0,185278.0,49592641.0,9918528.2,412562.2269363738,10475320.0,9387132.0,49809258.0,12452314.5,5321349.543502068,20419253.0,9342952.0,0,0,0,0,48,40,0.1199035927153131,0.0999196605960943,1.0,132.0,112.41666666666669,40.414800019374844,1633.3560606060607,0,0,0,0,0,0,0,0,0.0,122.63636363636364,101.5,121.6,0,0,0,0,0,0,1,121,1,121,0,0,5,8,198167.25,21927.64400439166,230944.0,185278.0,9759994.4,409458.7893375842,10285637.0,9156188.0,Mirai
192.168.137.117-255.255.255.255-49154-6667-17,192.168.137.117,49154,255.255.255.255,6667,17,2023-01-12 17:11:16,49997974,11,0,2068.0,0.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,41.36167597511052,0.2200089147612261,4999797.399999999,108290.97811318871,5184725.0,4824651.0,49997974.0,4999797.399999999,108290.97811318871,5184725.0,4824651.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,88,0,0.2200089147612261,0.0,188.0,188.0,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,205.0909090909091,188.0,0.0,0,0,0,0,0,0,1,206,0,0,0,0,10,8,14816665.0,0.0,14816665.0,14816665.0,5073319.4,90709.0434482693,5184725.0,5002099.0,Mirai
192.168.137.10-255.255.255.255-49154-6667-17,192.168.137.10,49154,255.255.255.255,6667,17,2023-02-06 14:42:32,49885820,11,0,2068.0,0.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,41.45466587499213,0.220503541888256,4988582.0,37636.20284306645,5016511.0,4886317.0,49885820.0,4988582.0,37636.20284306645,5016511.0,4886317.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,88,0,0.220503541888256,0.0,188.0,188.0,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,205.0909090909091,188.0,0.0,0,0,0,0,0,0,1,206,0,0,0,0,10,8,6212353.5,2432432.635622961,9861001.0,4994069.0,5007281.2,6390.677366289147,5016511.0,5001201.0,Mirai
192.168.137.65-161.117.254.158-21057-32100-17,192.168.137.65,21057,161.117.254.158,32100,17,2023-01-19 17:23:46,48211101,3,3,324.0,24.0,108.0,108.0,108.0,0.0,8.0,8.0,8.0,0.0,7.218254567552814,0.1244526649578071,9642220.2,12540753.491885196,24589492.0,504915.0,47703418.0,23851709.0,1759331.1690668133,25095744.0,22607674.0,47706186.0,23853093.0,1759397.637104245,25097175.0,22609011.0,0,0,0,0,24,24,0.0622263324789035,0.0622263324789035,8.0,108.0,65.14285714285715,53.45224838248488,2857.1428571428573,0,0,0,0,0,0,0,0,1.0,76.0,108.0,8.0,0,0,0,0,0,0,1,162,1,12,0,0,2,8,505583.5,945.401766446414,506252.0,504915.0,23346125.5,1758385.767300367,24589492.0,22102759.0,Mirai
192.168.137.129-192.168.137.1-58427-53-17,192.168.137.129,58427,192.168.137.1,53,17,2023-01-13 17:21:49,48141986,4,4,124.0,508.0,31.0,31.0,31.0,0.0,127.0,127.0,127.0,0.0,13.127833986740804,0.1661751137562127,6877426.571428572,11948196.37434871,30255972.0,176679.0,47760068.0,15920022.666666668,15057371.297472889,30527693.0,450013.0,47870265.0,15956755.0,15012628.007677136,30551597.0,558597.0,0,0,0,0,32,32,0.0830875568781063,0.0830875568781063,31.0,127.0,73.66666666666669,50.59644256269407,2560.0000000000005,0,0,0,0,0,0,0,0,1.0,82.875,31.0,127.0,0,0,0,316,4,379,2,62,2,254,0,0,3,8,283673.0,16902.68049748323,295625.0,271721.0,23371354.5,9736319.440251151,30255972.0,16486737.0,Mirai
192.168.137.224-224.0.0.251-5353-5353-17,192.168.137.224,5353,224.0.0.251,5353,17,2023-01-18 16:18:59,47862284,3,0,717.0,0.0,239.0,239.0,239.0,0.0,0.0,0.0,0.0,0.0,14.9804802461997,0.0626798336661075,23931142.0,11401982.295334527,31993561.0,15868723.0,47862284.0,23931142.0,11401982.295334527,31993561.0,15868723.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,0,0.0626798336661075,0.0,239.0,239.0,239.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,318.6666666666667,239.0,0.0,0,0,0,0,0,0,1,358,0,0,0,0,2,8,0.0,0.0,0.0,0.0,23931142.0,11401982.295334527,31993561.0,15868723.0,Mirai
192.168.137.129-192.168.137.1-51111-53-17,192.168.137.129,51111,192.168.137.1,53,17,2023-01-13 17:21:49,47815992,4,4,168.0,680.0,42.0,42.0,42.0,0.0,170.0,170.0,170.0,0.0,17.73465245686004,0.1673080420458494,6830856.0,11843084.280494053,29934752.0,175698.0,47433092.0,15811030.666666668,14899175.77818187,30200718.0,449908.0,47550026.0,15850008.666666668,14858816.115444236,30234704.0,558598.0,0,0,0,0,32,32,0.0836540210229247,0.0836540210229247,42.0,170.0,98.88888888888889,67.46192341692542,4551.11111111111,0,0,0,0,0,0,0,0,1.0,111.25,42.0,170.0,0,0,0,424,4,509,2,84,2,340,0,0,3,8,282959.0,24031.73106540601,299952.0,265966.0,23208633.0,9512168.71193536,29934752.0,16482514.0,Mirai
192.168.137.242-34.238.41.119-26754-8800-17,192.168.137.242,26754,34.238.41.119,8800,17,2023-01-12 17:32:48,47697653,16,13,496.0,2899.0,31.0,31.0,31.0,0.0,223.0,223.0,223.0,0.0,71.17750636493581,0.6079963724839879,1703487.6071428573,1851923.050546374,6772304.0,1962.0,47629266.0,3175284.4000000004,1393775.746740579,6772304.0,1962.0,36477167.0,3039763.9166666665,477047.8727359566,3296747.0,1550051.0,0,0,0,0,128,104,0.3354462744739243,0.2725500980100635,31.0,223.0,114.20000000000002,96.76933113479632,9364.30344827586,0,0,0,0,0,0,0,0,0.0,118.13793103448276,31.0,223.0,0,0,0,0,0,0,1,35,0,207,0,0,15,8,0.0,0.0,0.0,0.0,6772304.0,0.0,6772304.0,6772304.0,Mirai
161.117.254.158-192.168.137.189-32100-29410-17,161.117.254.158,32100,192.168.137.189,29410,17,2023-02-06 15:06:20,47243557,3,2,24.0,216.0,8.0,8.0,8.0,0.0,108.0,108.0,108.0,0.0,5.080057794970857,0.1058345373952261,11810889.25,13436719.326329434,24833182.0,214917.0,47243557.0,23621778.5,2017121.795390774,25048099.0,22195458.0,25054965.0,25054965.0,0.0,25054965.0,25054965.0,0,0,0,0,24,16,0.0635007224371357,0.0423338149580904,8.0,108.0,41.333333333333336,51.63977794943223,2666.666666666667,0,0,0,0,0,0,0,0,0.0,49.6,8.0,108.0,0,0,0,0,0,0,1,12,1,108,0,0,2,8,221783.0,0.0,221783.0,221783.0,23403428.5,2021976.790550401,24833182.0,21973675.0,Mirai
47.254.89.110-192.168.137.189-32100-29410-17,47.254.89.110,32100,192.168.137.189,29410,17,2023-02-06 15:06:20,47237431,3,2,24.0,216.0,8.0,8.0,8.0,0.0,108.0,108.0,108.0,0.0,5.080716603745873,0.105848262578039,11809357.75,13625575.307494612,24990895.0,52084.0,47237431.0,23618715.5,2014212.758092973,25042979.0,22194452.0,25043479.0,25043479.0,0.0,25043479.0,25043479.0,0,0,0,0,24,16,0.0635089575468234,0.0423393050312156,8.0,108.0,41.333333333333336,51.63977794943223,2666.666666666667,0,0,0,0,0,0,0,0,0.0,49.6,8.0,108.0,0,0,0,0,0,0,1,12,1,108,0,0,2,8,52584.0,0.0,52584.0,52584.0,23566381.5,2014566.311483566,24990895.0,22141868.0,Mirai
192.168.137.186-224.0.0.251-5353-5353-17,192.168.137.186,5353,224.0.0.251,5353,17,2023-02-01 15:15:50,46899016,2,0,478.0,0.0,239.0,239.0,239.0,0.0,0.0,0.0,0.0,0.0,10.192111493341352,0.0426448179637713,46899016.0,0.0,46899016.0,46899016.0,46899016.0,46899016.0,0.0,46899016.0,46899016.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,0.0426448179637713,0.0,239.0,239.0,239.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,358.5,239.0,0.0,0,0,0,0,0,0,2,478,0,0,0,0,1,8,0.0,0.0,0.0,0.0,46899016.0,0.0,46899016.0,46899016.0,Mirai
192.168.137.77-224.0.0.251-5353-5353-17,192.168.137.77,5353,224.0.0.251,5353,17,2023-02-01 15:15:50,46874308,2,0,542.0,0.0,271.0,271.0,271.0,0.0,0.0,0.0,0.0,0.0,11.562837364980409,0.0426672965497431,46874308.0,0.0,46874308.0,46874308.0,46874308.0,46874308.0,0.0,46874308.0,46874308.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,0.0426672965497431,0.0,271.0,271.0,271.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,406.5,271.0,0.0,0,0,0,0,0,0,2,542,0,0,0,0,1,8,0.0,0.0,0.0,0.0,46874308.0,0.0,46874308.0,46874308.0,Mirai
192.168.137.1-192.168.137.158-67-68-17,192.168.137.1,67,192.168.137.158,68,17,2023-02-02 16:17:47,46244605,7,0,2142.0,0.0,306.0,306.0,306.0,0.0,0.0,0.0,0.0,0.0,46.31891655253624,0.1513690083416216,7707434.166666666,6051140.196947991,15031976.0,1941136.0,46244605.0,7707434.166666666,6051140.196947991,15031976.0,1941136.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,0,0.1513690083416216,0.0,306.0,306.0,306.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,349.7142857142857,306.0,0.0,0,0,0,0,0,0,1,357,0,0,0,0,6,8,5939421.0,0.0,5939421.0,5939421.0,12683675.0,4002897.5624368656,15031976.0,8061728.0,Mirai
192.168.137.242-34.238.41.119-27271-8800-17,192.168.137.242,27271,34.238.41.119,8800,17,2023-01-13 15:50:43,45995787,16,5,496.0,1115.0,31.0,31.0,31.0,0.0,223.0,223.0,223.0,0.0,35.02494695872907,0.4565635543968407,2299789.35,1367798.584418476,3548575.0,48652.0,45947135.0,3063142.333333333,349194.0943165045,3548575.0,1990872.0,11039797.0,2759949.25,554665.4868178808,3170617.0,1989683.0,0,0,0,0,128,40,0.3478579462071167,0.1087056081897239,31.0,223.0,74.63636363636365,82.3549492279466,6782.337662337663,0,0,0,0,0,0,0,0,0.0,78.19047619047619,31.0,223.0,0,0,0,0,0,0,1,33,0,74,0,0,15,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirai
192.168.137.64-255.255.255.255-49154-6667-17,192.168.137.64,49154,255.255.255.255,6667,17,2023-01-19 17:53:57,45230287,10,0,1880.0,0.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,41.56506899900945,0.2210907925479226,5025587.444444444,34095.66259112406,5082712.0,4973314.0,45230287.0,5025587.444444444,34095.66259112406,5082712.0,4973314.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,80,0,0.2210907925479226,0.0,188.0,188.0,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,206.8,188.0,0.0,0,0,0,0,0,0,1,208,0,0,0,0,9,8,4973314.0,0.0,4973314.0,4973314.0,5032121.625,29823.37659783732,5082712.0,5000653.0,Mirai
192.168.137.206-47.112.162.49-16975-32100-17,192.168.137.206,16975,47.112.162.49,32100,17,2023-02-02 15:58:01,45220165,2,2,96.0,24.0,48.0,48.0,48.0,0.0,12.0,12.0,12.0,0.0,2.653683373335767,0.0884561124445255,15073388.333333332,25678618.570066232,44724503.0,246864.0,44973301.0,44973301.0,0.0,44973301.0,44973301.0,44971367.0,44971367.0,0.0,44971367.0,44971367.0,0,0,0,0,16,16,0.0442280562222627,0.0442280562222627,12.0,48.0,33.6,19.71801207018598,388.8,0,0,0,0,0,0,0,0,1.0,42.0,48.0,12.0,0,0,0,0,0,0,2,96,2,24,0,0,1,8,248798.0,0.0,248798.0,248798.0,44724503.0,0.0,44724503.0,44724503.0,Mirai
192.168.137.98-255.255.255.255-49189-6667-17,192.168.137.98,49189,255.255.255.255,6667,17,2023-01-19 17:23:27,45213187,9,0,1548.0,0.0,172.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,34.23779880856441,0.1990569698172349,5651648.375,5195695.976874154,12289386.0,9138.0,45213187.0,5651648.375,5195695.976874154,12289386.0,9138.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,0,0.1990569698172349,0.0,172.0,172.0,172.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,191.11111111111111,172.0,0.0,0,0,0,0,0,0,1,258,0,0,0,0,8,8,5045566.5,4152561.64715715,7981871.0,2109262.0,11707351.333333334,534342.6158798616,12289386.0,11238996.0,Mirai
