Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
6,1415798,18,18,984.0,9460.0,246.0,0.0,54.66666666666666,93.12420548417484,2856.0,0.0,525.5555555555555,844.8493233026628,7376.758548889037,25.4273561623904,40451.371428571416,72596.24476841504,302507.0,0.0,1385076.0,81475.05882352943,136883.13475619932,436681.0,0.0,1349119.0,79359.94117647059,104292.54708958748,302507.0,0.0,0,620,608,12.7136780811952,12.7136780811952,0.0,2856.0,282.2702702702703,631.5553837176141,398862.2027027027,1,2,0,13,35,0,0,1.0,290.1111111111111,54.66666666666666,525.5555555555555,10444,16,9701,0,0,0,0,29200,131,8,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,126174,1,1,38.0,225.0,38.0,38.0,38.0,0.0,225.0,225.0,225.0,0.0,2084.423098261131,15.85112622251811,126174.0,0.0,126174.0,126174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,7.925563111259055,7.925563111259055,38.0,225.0,100.33333333333334,107.96450033846004,11656.333333333334,0,0,0,0,0,0,0,1.0,150.5,38.0,225.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,41328,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,580.7200929152149,48.39334107626791,41328.0,0.0,41328.0,41328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,24.196670538133954,24.196670538133954,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,9567,1,1,65.0,149.0,65.0,65.0,65.0,0.0,149.0,149.0,149.0,0.0,22368.55858680882,209.05194940942823,9567.0,0.0,9567.0,9567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,104.52597470471412,104.52597470471412,65.0,149.0,93.0,48.49742261192856,2352.0,0,0,0,0,0,0,0,1.0,139.5,65.0,149.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
6,260910,3,4,196.0,375.0,196.0,0.0,65.33333333333333,113.16065276116665,375.0,0.0,93.75,187.5,2188.494116745238,26.8291748112376,43485.0,63333.310672978405,136158.0,0.0,148063.0,74031.5,103836.50949690097,147455.0,608.0,124752.0,41584.0,72024.73475827592,124751.0,0.0,0,104,136,11.498217776244685,15.330957034992911,0.0,375.0,71.37500000000001,140.55292597452393,19755.125,1,2,0,2,6,0,0,1.0,81.57142857142857,65.33333333333333,93.75,0,0,0,0,0,0,0,14600,508,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,17337,1,1,44.0,28.0,44.0,44.0,44.0,0.0,28.0,28.0,28.0,0.0,4152.96764146046,115.36021226279055,17337.0,0.0,17337.0,17337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,57.68010613139528,57.68010613139528,28.0,44.0,38.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,58.0,44.0,28.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
6,276116,3,4,196.0,375.0,196.0,0.0,65.33333333333333,113.16065276116665,375.0,0.0,93.75,187.5,2067.971432296571,25.351663793478107,46019.33333333333,67789.73692725667,150725.0,0.0,162831.0,81415.5,114267.74873296489,162215.0,616.0,125391.0,41797.0,72394.52760395636,125391.0,0.0,0,104,136,10.864998768633471,14.486665024844632,0.0,375.0,71.37500000000001,140.55292597452393,19755.125,1,2,0,2,6,0,0,1.0,81.57142857142857,65.33333333333333,93.75,0,0,0,0,0,0,0,14600,508,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,34481,1,1,28.0,44.0,28.0,28.0,28.0,0.0,44.0,44.0,44.0,0.0,2088.1064934311653,58.002958150865695,34481.0,0.0,34481.0,34481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,29.001479075432847,29.001479075432847,28.0,44.0,33.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,50.0,28.0,44.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,26904,1,1,44.0,28.0,44.0,44.0,44.0,0.0,28.0,28.0,28.0,0.0,2676.1819803746653,74.3383883437407,26904.0,0.0,26904.0,26904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,37.16919417187035,37.16919417187035,28.0,44.0,38.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,58.0,44.0,28.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,213784,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,112.26284474048572,9.355237061707143,213784.0,0.0,213784.0,213784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,4.677618530853572,4.677618530853572,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
6,249055,3,4,251.0,7.0,251.0,0.0,83.66666666666667,144.91491756659607,7.0,0.0,1.75,3.5000000000000004,1035.9157615787678,28.106241593222386,41509.16666666666,50687.83803405573,113831.0,0.0,157326.0,78663.0,109931.0628439478,156396.0,930.0,135224.0,45074.66666666667,78071.61280089796,135224.0,0.0,0,104,136,12.04553211138102,16.06070948184136,0.0,251.0,32.25,88.42228225962052,7818.5,1,2,0,2,6,0,0,1.0,36.85714285714285,83.66666666666667,1.75,0,0,0,0,0,0,0,14600,508,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
6,225823,3,4,251.0,7.0,251.0,0.0,83.66666666666667,144.91491756659607,7.0,0.0,1.75,3.5000000000000004,1142.4877005442315,30.997728309339617,37637.16666666666,44225.2982416927,100549.0,0.0,148245.0,74122.5,103757.31353740804,147490.0,755.0,125274.0,41758.0,72025.81095690628,124926.0,0.0,0,104,136,13.284740704002692,17.712987605336924,0.0,251.0,32.25,88.42228225962052,7818.5,1,2,0,2,6,0,0,1.0,36.85714285714285,83.66666666666667,1.75,0,0,0,0,0,0,0,14600,508,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,582311,2,2,32.0,32.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,109.9069054165214,6.869181588532588,194103.6666666667,265670.5574886561,500431.0,26674.0,555637.0,555637.0,0.0,555637.0,555637.0,527105.0,527105.0,0.0,527105.0,527105.0,0,16,16,3.434590794266294,3.434590794266294,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,1.0,20.0,16.0,16.0,64,4,109,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,120648,1,1,41.0,299.0,41.0,41.0,41.0,0.0,299.0,299.0,299.0,0.0,2818.1155095815925,16.57715005636231,120648.0,0.0,120648.0,120648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,8.288575028181155,8.288575028181155,41.0,299.0,127.0,148.95636945092346,22188.0,0,0,0,0,0,0,0,1.0,190.5,41.0,299.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,46694,1,1,51.0,35.0,51.0,51.0,51.0,0.0,35.0,35.0,35.0,0.0,1841.7783869447887,42.83205551034394,46694.0,0.0,46694.0,46694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,21.41602775517197,21.41602775517197,35.0,51.0,45.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,68.5,51.0,35.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,35236,1,1,41.0,315.0,41.0,41.0,41.0,0.0,315.0,315.0,315.0,0.0,10103.30343966398,56.7601316835055,35236.0,0.0,35236.0,35236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,28.38006584175275,28.38006584175275,41.0,315.0,132.33333333333331,158.19397375795745,25025.33333333333,0,0,0,0,0,0,0,1.0,198.5,41.0,315.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,79379,1,1,28.0,44.0,28.0,28.0,28.0,0.0,44.0,44.0,44.0,0.0,907.0409050252586,25.19558069514607,79379.0,0.0,79379.0,79379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,12.597790347573037,12.597790347573037,28.0,44.0,33.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,50.0,28.0,44.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,73314,1,1,41.0,315.0,41.0,41.0,41.0,0.0,315.0,315.0,315.0,0.0,4855.825626756145,27.27991925143901,73314.0,0.0,73314.0,73314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,13.639959625719507,13.639959625719507,41.0,315.0,132.33333333333331,158.19397375795745,25025.33333333333,0,0,0,0,0,0,0,1.0,198.5,41.0,315.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
6,3173275,12,12,2646.0,5591.0,2334.0,0.0,220.5,668.4163781247843,4380.0,0.0,465.9166666666666,1248.5292044010923,2595.7409931380043,7.563164238838424,137968.47826086957,391115.641303865,1833438.0,0.0,1339837.0,121803.36363636365,180998.9390362677,581257.0,0.0,3166818.0,287892.5454545454,596174.4699375114,1980082.0,0.0,0,272,252,3.781582119419212,3.781582119419212,0.0,4380.0,329.48,969.0226657135872,939004.9266666668,1,2,0,7,23,0,0,1.0,343.2083333333333,220.5,465.9166666666667,8237,8,7651,12,2646,12,5591,65535,32726,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,34610,1,1,36.0,52.0,36.0,36.0,36.0,0.0,52.0,52.0,52.0,0.0,2542.617740537417,57.78676683039584,34610.0,0.0,34610.0,34610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,28.89338341519792,28.89338341519792,36.0,52.0,41.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,62.0,36.0,52.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,50825,1,1,44.0,28.0,44.0,44.0,44.0,0.0,28.0,28.0,28.0,0.0,1416.6256763403835,39.350713231677325,50825.0,0.0,50825.0,50825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,19.675356615838663,19.675356615838663,28.0,44.0,38.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,58.0,44.0,28.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,40591,1,1,315.0,41.0,315.0,315.0,315.0,0.0,41.0,41.0,41.0,0.0,8770.417087531718,49.27200610972876,40591.0,0.0,40591.0,40591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,24.63600305486438,24.63600305486438,41.0,315.0,223.66666666666669,158.19397375795745,25025.33333333333,0,0,0,0,0,0,0,1.0,335.5,315.0,41.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
6,232747,3,4,196.0,375.0,196.0,0.0,65.33333333333333,113.16065276116665,375.0,0.0,93.75,187.5,2453.3076688421334,30.075575625034908,38791.16666666666,46947.21348244927,106799.0,1.0,148112.0,74056.0,103804.68969174755,147457.0,655.0,125948.0,41982.66666666667,71817.32062903303,124908.0,1.0,0,104,136,12.889532410729249,17.186043214305663,0.0,375.0,71.37500000000001,140.55292597452393,19755.125,1,2,0,2,6,0,0,1.0,81.57142857142857,65.33333333333333,93.75,0,0,0,0,0,0,0,14600,508,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,4019,1,1,158.0,33.0,158.0,158.0,158.0,0.0,33.0,33.0,33.0,0.0,47524.259766110976,497.6362279173924,4019.0,0.0,4019.0,4019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,248.8181139586962,248.8181139586962,33.0,158.0,116.33333333333334,72.16878364870321,5208.333333333333,0,0,0,0,0,0,0,1.0,174.5,158.0,33.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
6,254248,3,4,251.0,7.0,251.0,0.0,83.66666666666667,144.91491756659607,7.0,0.0,1.75,3.5000000000000004,1014.7572448947484,27.53217331109783,42374.66666666667,57597.76034071695,127151.0,1.0,148530.0,74265.0,104029.54964816487,147825.0,705.0,127097.0,42365.66666666667,71673.29891482137,125119.0,1.0,0,104,136,11.799502847613356,15.732670463484473,0.0,251.0,32.25,88.42228225962052,7818.5,1,2,0,2,6,0,0,1.0,36.85714285714285,83.66666666666667,1.75,0,0,0,0,0,0,0,14600,508,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,35605,1,1,44.0,28.0,44.0,44.0,44.0,0.0,28.0,28.0,28.0,0.0,2022.1878949585728,56.17188597107148,35605.0,0.0,35605.0,35605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,28.08594298553574,28.08594298553574,28.0,44.0,38.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,58.0,44.0,28.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,25875,1,1,28.0,44.0,28.0,28.0,28.0,0.0,44.0,44.0,44.0,0.0,2782.608695652174,77.29468599033817,25875.0,0.0,25875.0,25875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,38.64734299516908,38.64734299516908,28.0,44.0,33.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,50.0,28.0,44.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,86851,1,1,51.0,35.0,51.0,51.0,51.0,0.0,35.0,35.0,35.0,0.0,990.2016096533144,23.0279444105422,86851.0,0.0,86851.0,86851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,11.513972205271097,11.513972205271097,35.0,51.0,45.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,68.5,51.0,35.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
6,240453,3,4,251.0,7.0,251.0,0.0,83.66666666666667,144.91491756659607,7.0,0.0,1.75,3.5000000000000004,1072.9747601402353,29.11171829837848,40075.5,46701.45834018463,106884.0,0.0,160665.0,80332.5,112638.57470911108,159980.0,685.0,133569.0,44523.0,76742.27911001862,133137.0,0.0,0,104,136,12.476450699305062,16.635267599073416,0.0,251.0,32.25,88.42228225962052,7818.5,1,2,0,2,6,0,0,1.0,36.85714285714285,83.66666666666667,1.75,0,0,0,0,0,0,0,14600,508,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,448060,2,2,314.0,354.0,157.0,157.0,157.0,0.0,177.0,177.0,177.0,0.0,1490.8717582466634,8.927375797884212,149353.33333333334,103883.55380103886,252436.0,44687.0,297123.0,297123.0,0.0,297123.0,297123.0,195624.0,195624.0,0.0,195624.0,195624.0,0,16,16,4.463687898942106,4.463687898942106,157.0,177.0,165.0,10.954451150103322,120.0,0,0,0,0,0,0,0,1.0,206.25,157.0,177.0,668,4,1490,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,110529,1,1,44.0,28.0,44.0,44.0,44.0,0.0,28.0,28.0,28.0,0.0,651.4127514046087,18.09479865012802,110529.0,0.0,110529.0,110529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,9.04739932506401,9.04739932506401,28.0,44.0,38.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,58.0,44.0,28.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,29161,1,1,36.0,52.0,36.0,36.0,36.0,0.0,52.0,52.0,52.0,0.0,3017.729158807997,68.58475360927267,29161.0,0.0,29161.0,29161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,34.29237680463633,34.29237680463633,36.0,52.0,41.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,1.0,62.0,36.0,52.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
6,276785,5,4,7.0,251.0,7.0,0.0,1.4,3.130495168499705,251.0,0.0,62.74999999999999,125.5,932.131437758549,32.51621294506567,34598.125,47763.3856105505,120758.0,0.0,248239.0,62059.75000000001,70463.32423029255,125355.0,0.0,128791.0,42930.33333333333,72535.01003193791,126686.0,790.0,0,176,128,18.0645627472587,14.451650197806964,0.0,251.0,25.8,79.15778897591541,6265.955555555555,2,2,0,2,8,0,0,0.0,28.666666666666668,1.4,62.75,0,0,0,0,0,0,0,14600,3650,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,8181,1,1,41.0,299.0,41.0,41.0,41.0,0.0,299.0,299.0,299.0,0.0,41559.71152670822,244.46889133357777,8181.0,0.0,8181.0,8181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,122.23444566678889,122.23444566678889,41.0,299.0,127.0,148.95636945092346,22188.0,0,0,0,0,0,0,0,1.0,190.5,41.0,299.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
17,79607,1,1,44.0,110.0,44.0,44.0,44.0,0.0,110.0,110.0,110.0,0.0,1934.5032472018795,25.1234187948296,79607.0,0.0,79607.0,79607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,12.5617093974148,12.5617093974148,44.0,110.0,66.0,38.1051177665153,1452.0,0,0,0,0,0,0,0,1.0,99.0,44.0,110.0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Recon
