c_pkts_all,s_pkts_all,c_port,s_ip,s_port,c_bytes_all,s_isint,fqdn,s_bytes_all,s_iscrypto,c_ip,c_isint,c_iscrypto,c_rst_cnt,c_ack_cnt,c_ack_cnt_p,c_bytes_uniq,c_pkts_data,c_pkts_retx,c_bytes_retx,c_pkts_ooo,c_syn_cnt,c_fin_cnt,s_rst_cnt,s_ack_cnt,s_ack_cnt_p,s_bytes_uniq,s_pkts_data,s_pkts_retx,s_bytes_retx,s_pkts_ooo,s_syn_cnt,s_fin_cnt,first,last,durat,c_first,s_first,c_last,s_last,c_first_ack,s_first_ack,con_t,p2p_t,http_t,c_rtt_avg,c_rtt_min,c_rtt_max,c_rtt_std,c_rtt_cnt,c_ttl_min,c_ttl_max,s_rtt_avg,s_rtt_min,s_rtt_max,s_rtt_std,s_rtt_cnt,s_ttl_min,s_ttl_max,p2p_st,ed2k_data,ed2k_sig,ed2k_c2s,ed2k_c2c,ed2k_chat,c_f1323_opt,c_tm_opt,c_win_scl,c_sack_opt,c_sack_cnt,c_mss,c_mss_max,c_mss_min,c_win_max,c_win_min,c_win_0,c_cwin_max,c_cwin_min,c_cwin_ini,c_pkts_rto,c_pkts_fs,c_pkts_reor,c_pkts_dup,c_pkts_unk,c_pkts_fc,c_pkts_unrto,c_pkts_unfs,c_syn_retx,s_f1323_opt,s_tm_opt,s_win_scl,s_sack_opt,s_sack_cnt,s_mss,s_mss_max,s_mss_min,s_win_max,s_win_min,s_win_0,s_cwin_max,s_cwin_min,s_cwin_ini,s_pkts_rto,s_pkts_fs,s_pkts_reor,s_pkts_dup,s_pkts_unk,s_pkts_fc,s_pkts_unrto,s_pkts_unfs,s_syn_retx,http_req_cnt,http_res_cnt,http_res,c_pkts_push,s_pkts_push,c_tls_SNI,s_tls_SCN,c_npnalpn,s_npnalpn,c_tls_sesid,c_last_handshakeT,s_last_handshakeT,c_appdataT,s_appdataT,c_appdataB,s_appdataB,dns_rslv,req_tm,res_tm,c_first_abs,c_durat,c_type,s_first_abs,s_durat,s_type,protocolo,etiqueta
5,5,46027,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664817428713.226,1664817429118.436,405.21,155.472,278.699,155.472,278.699,154.715,278.698,0,0,0,133.221559,123.226,153.008,17.132061,3,64,64,2.128596,1.612,3.067,0.814008,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817428709.83,1664817428711.045,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,47680,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664817430010.804,1664817430411.433,400.629,148.345,274.853,148.345,274.853,147.699,271.036,1,0,1,130.565314,122.691,145.937,13.30993,3,64,64,1.960935,1.428,2.693,0.655559,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817430007.106,1664817430008.5027,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,46030,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664817430294.613,1664817430700.076,405.463,148.152,270.549,148.152,270.549,147.47,270.548,0,0,0,133.28889,122.396,145.717,11.735183,3,64,64,2.151262,1.554,3.147,0.867994,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817430291.032,1664817430292.267,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,47683,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664817431586.04,1664817431983.083,397.043,148.334,271.109,148.334,271.109,147.754,271.107,1,0,1,130.574314,122.773,145.995,13.351292,3,64,64,2.143262,1.705,2.966,0.712962,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817431582.414,1664817431583.7407,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,46033,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664817431868.809,1664817432289.032,420.223,168.972,293.939,168.972,293.939,168.255,292.083,0,0,0,137.682744,123.111,166.527,24.976374,3,64,64,2.062931,1.602,2.859,0.692229,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817431862.796,1664817431864.058,0.0,0.0,0,0.0,0.0,0,TCP,Web
9,5,58590,109.95.152.66,443,524,1,updatehcl.fibaro.com,4625,0,192.168.137.41,1,0,1,8,5,524,2,0,0,0,1,0,0,5,1,4625,3,0,0,0,1,0,1664817432184.6267,1664817432454.244,269.617,142.45,261.161,268.394,262.178,141.676,260.585,8192,0,0,129.013549,118.135,139.905,0.0,2,64,64,1.605613,1.429,1.771,0.171281,3,51,52,0,0,0,0,0,0,1,1,2,1,0,1460,517,7,26184,14600,0,517,7,517,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,2896,529,30080,28960,0,4625,2896,4625,0,0,0,0,0,0,0,0,0,0,0,---,2,2,updatehcl.fibaro.com,*.fibaro.com,0,0,0,268.394,262.178,0.0,0.0,0,0,192.168.137.1,1664817432181.322,1664817432182.558,0.0,0.0,0,0.0,0.0,0,TCP,Web
9,5,58591,109.95.152.66,443,524,1,hc-services.fibaro.com,4625,0,192.168.137.41,1,0,1,8,5,524,2,0,0,0,1,0,0,5,1,4625,3,0,0,0,1,0,1664817432390.993,1664817432662.732,271.739,141.966,263.113,270.435,263.476,141.302,263.111,8192,0,0,130.318484,121.145,139.505,0.0,2,64,64,1.750942,1.594,1.862,0.139796,3,51,52,0,0,0,0,0,0,1,1,2,1,0,1460,517,7,26184,14600,0,517,7,517,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,2648,529,30080,28960,0,4625,1448,4625,0,0,0,0,0,0,0,0,0,0,0,---,2,2,hc-services.fibaro.com,*.fibaro.com,0,0,0,270.435,263.476,0.0,0.0,0,0,192.168.137.1,1664817432387.527,1664817432388.891,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,47689,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664817433182.276,1664817433580.45,398.174,148.52,271.81,148.52,271.81,147.854,271.808,1,0,1,131.063298,123.288,146.349,13.234753,3,64,64,1.938269,1.505,2.798,0.744501,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817433178.414,1664817433179.8047,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,46039,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664817433462.871,1664817433861.249,398.378,148.933,272.029,148.933,272.029,148.171,272.028,0,0,0,130.923969,123.095,146.522,13.504561,3,64,64,2.062265,1.649,2.794,0.63542,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817433459.269,1664817433460.696,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,47693,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664817434756.888,1664817435155.324,398.436,148.937,272.064,148.937,272.064,148.377,272.062,1,0,1,131.024299,123.125,146.685,13.558993,3,64,64,2.043599,1.692,2.729,0.593584,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817434753.401,1664817434754.8667,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,46043,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664817435038.111,1664817435435.535,397.424,148.552,271.374,148.552,271.374,147.873,271.373,0,0,0,130.658978,122.821,146.208,13.462258,3,64,64,2.140595,1.665,3.088,0.820417,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817435034.389,1664817435035.742,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,47696,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664817436334.712,1664817436729.896,395.184,145.51,269.638,145.51,269.638,144.898,268.002,1,0,1,129.469351,122.492,143.229,11.912922,3,64,64,2.018933,1.543,2.845,0.718106,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817436327.249,1664817436328.708,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,46046,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664817436613.36,1664817437010.8127,397.453,148.501,271.297,148.501,271.297,147.733,271.296,0,0,0,130.656978,122.795,146.106,13.376249,3,64,64,1.9856,1.617,2.713,0.629909,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817436609.7507,1664817436611.139,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,47699,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664817437941.267,1664817438337.196,395.929,147.916,270.359,147.916,270.359,147.322,270.358,1,0,1,130.248992,122.442,145.676,13.356795,3,64,64,2.074931,1.646,2.928,0.738724,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817437900.2188,1664817437939.077,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,46049,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664817438220.5547,1664817438618.581,398.026,148.742,271.713,148.742,271.713,148.013,271.712,0,0,0,130.89697,122.97,146.422,13.442379,3,64,64,2.070598,1.591,3.0,0.804966,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817438216.975,1664817438218.381,0.0,0.0,0,0.0,0.0,0,TCP,Web
16,16,41140,13.225.195.54,443,738,1,connectivity.smartthings.com,6604,0,192.168.137.252,1,0,0,15,7,492,7,1,246,0,1,1,0,16,8,6437,6,1,167,0,1,1,1664817437899.613,1664817438756.1147,856.502,334.81,359.915,817.984,812.173,42.083,359.3,8192,0,0,19.050387,14.801,38.437,8.520944,8,64,64,81.758965,3.646,357.945,154.839958,5,246,247,0,0,0,0,0,0,1,1,5,1,1,1460,246,6,46496,29200,0,246,31,246,0,0,0,0,0,0,1,0,0,1,1,9,1,1,1440,2856,51,67072,65535,0,5879,51,5879,1,0,0,0,0,0,0,0,0,0,0,---,6,4,connectivity.smartthings.com,*.smartthings.com,32,32,0,748.415,763.371,796.256,812.173,340,5931,192.168.137.1,1664817437861.404,1664817437863.292,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,47702,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664817439513.277,1664817439916.456,403.179,148.182,277.364,148.182,277.364,147.528,277.362,1,0,1,132.681577,122.906,145.972,11.925985,3,64,64,2.022266,1.556,2.909,0.76822,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817439509.614,1664817439511.125,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,46052,157.249.81.141,443,251,1,api.met.no,7,0,192.168.137.41,1,0,0,4,2,251,1,0,0,0,1,1,0,5,2,7,1,0,0,0,1,1,1664817439799.5427,1664817440223.5627,424.02,175.107,297.998,175.107,297.998,174.347,297.997,0,0,0,139.575347,122.89,172.852,28.814448,3,64,64,2.038265,1.495,3.023,0.85427,3,50,51,0,0,0,0,0,0,1,1,2,1,0,1460,251,251,14600,14600,0,251,251,251,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,7,7,65160,65024,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,---,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817439796.0728,1664817439797.475,0.0,0.0,0,0.0,0.0,0,TCP,Web
7,6,44668,192.168.137.4,80,608,1,-,1690,0,192.168.137.178,1,0,0,6,4,608,1,0,0,0,1,1,0,6,2,1690,2,0,0,0,1,1,1664817432453.545,1664817440399.307,7945.762,7.098,18.919,7.098,22.019,2.507,9.926,1,0,1,2.907903,2.828,3.02,0.09992,3,64,64,11.935452,0.29,42.449,20.417231,4,64,64,0,0,0,0,0,0,1,1,0,1,0,1460,608,608,64240,501,0,608,1,608,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,242,65160,64640,0,1448,242,0,0,0,0,0,0,0,0,0,0,1,1,200,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Web
5,5,47705,157.249.81.141,80,196,1,api.met.no,375,0,192.168.137.41,1,0,0,4,2,196,1,0,0,0,1,1,0,5,2,375,1,0,0,0,1,1,1664817441118.4,1664817441516.85,398.45,148.92,272.199,148.92,272.199,148.321,272.198,1,0,1,131.118963,123.278,146.725,13.511513,3,64,64,1.907603,1.568,2.559,0.564245,3,49,50,0,0,0,0,0,0,1,1,2,1,0,1460,196,196,14600,14600,0,196,196,196,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,375,375,65160,65024,0,375,375,375,0,0,0,0,0,0,0,0,0,1,1,301,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1664817441114.926,1664817441116.542,0.0,0.0,0,0.0,0.0,0,TCP,Web
