src_ip,dst_ip,src_port,dst_port,start_epoch,flow_duration_s,srcport.std,dstport.std,frame.len.min,frame.len.max,frame.len.std,frame.len.mean,frame.len.rate,ip.flags.rb,ip.flags.df,ip.flags.mf,tcp.flags.res,tcp.flags.ns,tcp.flags.cwr,tcp.flags.ecn,tcp.flags.urg,tcp.flags.ack,tcp.flags.push,tcp.flags.reset,tcp.flags.syn,tcp.flags.fin,int.std,int.min,int.max,int.mean,count,ip.ttl.std,ip.ttl.min,ip.ttl.max,ip.ttl.mean,ip.checksum.status.std,ip.checksum.status.min,ip.checksum.status.max,ip.checksum.status.mean,l4.checksum.status.std,l4.checksum.status.min,l4.checksum.status.max,l4.checksum.status.mean,tcp.seq_raw.std,tcp.seq_raw.min,tcp.seq_raw.max,tcp.seq_raw.mean,tcp.ack_raw.std,tcp.ack_raw.min,tcp.ack_raw.max,tcp.ack_raw.mean,tcp.window_size_value.std,tcp.window_size_value.min,tcp.window_size_value.max,tcp.window_size_value.mean,duration,prate,payload.std,payload.min,payload.max,payload.mean,proto,category
192.168.137.41,157.249.81.141,46052,443,1664817439.799543,0.4240200519561767,24038.05363376993,24038.05363376993,66,317,78.64858549268385,93.4,2202.726016590674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0684238278047146,0.0,0.1728520393371582,0.0424020051956176,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,780558086.899698,409104187,1890109182,1149606611.0,832663332.4865011,0,1890109183,1108696242.7,19955.96844611211,508,65160,9639.2,0.4240200519561767,23.58379032752328,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.178,192.168.137.4,44670,80,1664817440.396919,7.629703044891357,23286.3680371937,23286.3680371937,66,695,230.5143261176072,170.63636363636363,246.01219588182903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.1818181818181818,0.0,0.1818181818181818,0.1818181818181818,1.6216835845144084,0.0,5.005246877670288,0.6936093677173961,11,0.0,64.0,64.0,64.0,0.0,2.0,2.0,2.0,0.0,2,2,2.0,136826781.87443647,901222870,1163226830,1020315612.6363636,337674418.10882854,0,1163226830,938386364.2727273,25969.780006069297,501,65160,12175.181818181818,7.629703044891357,1.4417336998935106,231.2067551702667,0,629,103.1818181818182,TCP,Web
192.168.137.41,157.249.81.141,47705,80,1664817441.1184,0.3984498977661133,25100.57892758651,25100.57892758651,66,441,126.80347874653214,124.7,3129.62810880674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0633115736262151,0.0,0.1467249393463134,0.0398449897766113,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1957041499.7452056,114430030,3827655504,1971042693.6,1927664301.086413,0,3827655504,1588277220.3,19955.96844611211,508,65160,9639.2,0.3984498977661133,25.09725829035076,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46055,443,1664817441.39967,0.3971381187438965,24039.63477260002,24039.63477260002,66,317,78.64858549268385,93.4,2351.826621312852,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.063101869749972,0.0,0.1461009979248047,0.0397138118743896,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1223139683.3743117,11281225,2332025709,1171653515.0,1199403055.031139,0,2332025709,938450995.4,19955.96844611211,508,65160,9639.2,0.3971381187438965,25.18015654510548,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.41,157.249.81.141,47708,80,1664817442.6917,0.3984110355377197,25102.1600664166,25102.1600664166,66,441,126.80347874653214,124.7,3129.9333822843864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0633589514164008,0.0,0.146636962890625,0.0398411035537719,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1220915265.3790436,1048617012,3365141122,2206879083.6,1367661924.6729112,0,3365141123,2102017421.8,19955.96844611211,508,65160,9639.2,0.3984110355377197,25.099706353523548,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46058,443,1664817442.972816,0.3980319499969482,24041.215911430103,24041.215911430103,66,317,78.64858549268385,93.4,2346.545296193336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0632133342916266,0.0,0.146399974822998,0.0398031949996948,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,243383185.0676497,2009422709,2471209989,2240316275.5,752406954.0945243,0,2471209990,2039374055.0,19955.96844611211,508,65160,9639.2,0.3980319499969482,25.123611308279827,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.41,157.249.81.141,47711,80,1664817444.264915,0.3968920707702636,25103.74120524668,25103.74120524668,66,441,126.80347874653214,124.7,3141.912101140996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0630929384026489,0.0,0.1460609436035156,0.0396892070770263,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1573698550.05133,6370436,2992253766,1499312117.6,1574371240.2070909,0,2992253767,1498675113.4,19955.96844611211,508,65160,9639.2,0.3968920707702636,25.195766649085773,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46061,443,1664817444.544763,0.4133880138397217,24042.79705026019,24042.79705026019,66,317,78.64858549268385,93.4,2259.378522673203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0656159606488267,0.0,0.1597938537597656,0.0413388013839721,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1418648194.361214,1576738058,4268433860,2922586007.0,1599351019.87577,0,4268433860,2495742672.3,19955.96844611211,508,65160,9639.2,0.4133880138397217,24.190348208492537,79.15778897591541,0,251,25.8,TCP,Web
192.168.137.212,3.218.120.56,33022,80,1664817444.775129,60.14802289009094,17361.95844687779,17361.95844687779,66,246,70.8942874990644,103.66666666666669,15.511731810451687,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,19.992373305104465,0.0,59.99608087539673,6.683113654454549,9,91.4432124933891,64.0,238.0,141.11111111111111,0.0,2.0,2.0,2.0,0.0,2,2,2.0,1241711155.6308637,86615984,2442597433,1133718842.8888888,1251141138.4497378,0,2442597434,1124094880.7777777,22225.889514132938,110,65535,10909.777777777776,60.14802289009094,0.1496308534770259,71.81302883955746,0,180,35.888888888888886,TCP,Web
192.168.137.41,157.249.81.141,47714,80,1664817445.852234,0.415830135345459,25105.322344076765,25105.322344076765,66,441,126.80347874653214,124.7,2998.8206577765955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0660990177043828,0.0,0.1467452049255371,0.0415830135345458,10,7.703534542302284,49.0,64.0,56.7,0.0,2.0,2.0,2.0,0.0,2,2,2.0,570347840.7513921,1044417178,2126576388,1585496799.6,748303463.7082272,0,2126576389,1481055121.2,19955.96844611211,508,65160,9639.2,0.415830135345459,24.048281136941423,127.55691540119128,0,375,57.1,TCP,Web
192.168.137.41,157.249.81.141,46064,443,1664817446.133458,0.3985121250152588,24044.378189090272,24044.378189090272,66,317,78.64858549268385,93.4,2343.717898079607,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.2,0.2,0.0632499233019334,0.0,0.1465551853179931,0.0398512125015258,10,7.177124153246279,50.0,64.0,57.2,0.0,2.0,2.0,2.0,0.0,2,2,2.0,644118433.9976325,2213877902,3436006809,2824942403.5,1062506593.8093152,0,3436006809,2481341773.9,19955.96844611211,508,65160,9639.2,0.3985121250152588,25.09333937986732,79.15778897591541,0,251,25.8,TCP,Web
