c_iscrypto,s_iscrypto,s_pkts_all,c_isint,s_isint,c_port,fqdn,s_ip,c_pkts_all,c_ip,c_bytes_all,s_port,s_bytes_all,c_rst_cnt,c_ack_cnt,c_ack_cnt_p,c_bytes_uniq,c_pkts_data,c_pkts_retx,c_bytes_retx,c_pkts_ooo,c_syn_cnt,c_fin_cnt,s_rst_cnt,s_ack_cnt,s_ack_cnt_p,s_bytes_uniq,s_pkts_data,s_pkts_retx,s_bytes_retx,s_pkts_ooo,s_syn_cnt,s_fin_cnt,first,last,durat,c_first,s_first,c_last,s_last,c_first_ack,s_first_ack,con_t,p2p_t,http_t,c_rtt_avg,c_rtt_min,c_rtt_max,c_rtt_std,c_rtt_cnt,c_ttl_min,c_ttl_max,s_rtt_avg,s_rtt_min,s_rtt_max,s_rtt_std,s_rtt_cnt,s_ttl_min,s_ttl_max,p2p_st,ed2k_data,ed2k_sig,ed2k_c2s,ed2k_c2c,ed2k_chat,c_f1323_opt,c_tm_opt,c_win_scl,c_sack_opt,c_sack_cnt,c_mss,c_mss_max,c_mss_min,c_win_max,c_win_min,c_win_0,c_cwin_max,c_cwin_min,c_cwin_ini,c_pkts_rto,c_pkts_fs,c_pkts_reor,c_pkts_dup,c_pkts_unk,c_pkts_fc,c_pkts_unrto,c_pkts_unfs,c_syn_retx,s_f1323_opt,s_tm_opt,s_win_scl,s_sack_opt,s_sack_cnt,s_mss,s_mss_max,s_mss_min,s_win_max,s_win_min,s_win_0,s_cwin_max,s_cwin_min,s_cwin_ini,s_pkts_rto,s_pkts_fs,s_pkts_reor,s_pkts_dup,s_pkts_unk,s_pkts_fc,s_pkts_unrto,s_pkts_unfs,s_syn_retx,http_req_cnt,http_res_cnt,http_res,c_pkts_push,s_pkts_push,c_tls_SNI,s_tls_SCN,c_npnalpn,s_npnalpn,c_tls_sesid,c_last_handshakeT,s_last_handshakeT,c_appdataT,s_appdataT,c_appdataB,s_appdataB,dns_rslv,req_tm,res_tm,c_first_abs,c_durat,c_type,s_first_abs,s_durat,s_type,protocolo,etiqueta
0,0,101,1,1,59996,-,51.145.143.28,88,192.168.137.223,143320,443,6273,0,87,5,143320,81,0,0,0,1,1,0,101,93,6273,6,0,0,0,1,1,1665765122903.213,1665765124459.175,1555.962,178.877,294.615,1429.143,1418.28,178.875,293.993,8192,0,0,115.897442,114.711,155.885,5.169697,62,64,64,21.135777,5.28,53.649,19.269976,5,47,48,0,0,0,0,0,0,1,1,6,1,0,1456,12852,31,29056,14560,0,37128,1,291,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1440,2888,51,275456,62592,0,5568,51,5568,0,0,0,0,0,0,0,0,0,0,0,---,5,6,apicom.netatmo.net,*.netatmo.net,0,0,0,362.027,477.011,489.91,604.653,418,5620,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,21,1,1,58732,api.amazonalexa.com,13.35.102.198,20,192.168.137.129,1635,443,7102,0,19,9,1635,9,0,0,0,1,1,0,21,10,7102,9,0,0,0,1,1,1665765130956.1167,1665765131332.499,376.382,45.41,64.209,348.187,335.418,44.949,63.572,8192,0,0,20.285452,18.073,41.424,7.011766,11,64,64,17.760278,3.281,94.736,31.275556,8,247,248,0,0,0,0,0,0,1,1,5,1,0,1460,553,31,46336,29200,0,742,31,207,0,0,0,0,0,0,0,0,0,1,1,9,1,0,1440,2856,38,69120,65535,0,5434,1,5434,0,0,0,0,0,0,0,0,0,0,0,---,9,8,api.amazonalexa.com,api.amazonalexa.com,161,128,0,81.462,99.882,107.269,99.883,334,5486,192.168.137.1,1665765130919.693,1665765130951.96,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,46,1,1,54824,netatmocameraimage.blob.core.windows.net,52.239.141.196,52,192.168.137.212,1269,443,146202,1,50,47,1269,3,0,0,0,1,0,0,46,0,146202,45,0,0,0,1,0,1665765125615.424,1665765132034.838,6419.414,175.137,293.597,469.186,851.515,175.122,293.597,8192,0,0,124.427639,117.082,138.923,10.017562,4,64,64,11.335698,6.389,36.199,7.007654,17,111,112,0,0,0,0,0,0,1,1,6,1,0,1460,594,158,262144,65535,0,594,158,517,0,0,0,0,0,0,0,0,0,1,0,8,1,0,1440,4380,51,525056,65535,0,77591,51,7240,0,0,0,0,0,0,0,0,0,0,0,---,3,4,netatmocameraimage.blob.core.windows.net,*.blob.core.windows.net,160,0,1,332.021,449.103,469.186,592.444,676,7292,192.168.137.1,1665765125543.625,1665765125584.096,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,1,1,1,41714,logreport.nvcam.net,120.76.210.199,2,192.168.137.163,0,80,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1665765132261.9807,1665765132543.819,281.838,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,64,64,0.0,0.0,0.0,0.0,0,22,22,0,0,0,0,0,0,1,1,3,1,0,1460,0,0,14600,14600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1460,0,0,14600,14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1665765122225.819,1665765122226.34,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,5,1,1,59370,r-34a7a751.kinesisvideo.us-west-2.amazonaws.com,52.12.78.38,4,192.168.137.253,413,443,6490,1,2,1,413,1,0,0,0,1,0,0,5,1,5417,3,1,1073,0,1,0,1665765136143.3027,1665765136544.635,401.332,114.763,200.789,114.763,397.478,112.274,199.172,8192,0,0,95.955202,84.409,107.511,0.0,2,64,64,4.762524,4.763,4.763,0.0,1,232,233,0,0,0,0,0,0,1,1,4,1,0,1460,413,413,14608,14600,0,413,413,413,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,2896,1073,28160,26847,0,5417,2896,5417,0,0,0,0,1,0,0,0,0,0,0,---,1,1,r-34a7a751.kinesisvideo.us-west-2.amazonaws.com,r-34a7a751.kinesisvideo.us-west-2.amazonaws.com,0,0,1,114.763,397.478,0.0,0.0,0,0,8.8.8.8,1665765136097.1787,1665765136134.796,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,10,1,1,54706,r-34a7a751.kinesisvideo.us-west-2.amazonaws.com,54.148.20.31,14,192.168.137.253,2531,443,6996,0,13,7,2531,5,0,0,0,1,1,0,10,4,6996,4,0,0,0,1,1,1665765136575.255,1665765137241.026,665.771,118.399,204.614,403.525,564.306,115.226,203.42,8192,0,0,99.683839,84.925,125.855,17.307229,6,64,64,11.18622,5.05,16.539,5.97356,4,232,233,0,0,0,0,0,0,1,1,4,1,0,1460,1448,126,29088,14600,0,1992,126,413,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,2896,51,51712,26847,0,5417,51,5417,0,0,0,0,0,0,0,0,0,0,0,---,4,3,r-34a7a751.kinesisvideo.us-west-2.amazonaws.com,r-34a7a751.kinesisvideo.us-west-2.amazonaws.com,0,0,1,284.661,393.887,401.358,564.306,540,5469,8.8.8.8,1665765136527.43,1665765136566.004,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,8,1,1,37544,api.wyzecam.com,44.235.174.159,12,192.168.137.253,1177,8443,3838,0,11,6,1177,4,0,0,0,1,1,0,8,2,3838,4,0,0,0,1,1,1665765136901.975,1665765137660.774,758.799,267.274,369.085,660.787,650.829,112.837,369.084,8192,0,0,94.606257,84.74,108.154,10.97198,6,64,64,10.052599,4.683,21.125,6.464525,5,232,233,0,0,0,0,0,0,1,1,4,1,0,1460,517,31,26192,14600,0,517,1,517,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1978,51,29184,26847,0,3426,51,3426,0,0,0,0,0,0,0,0,0,0,0,---,4,3,api.wyzecam.com,*.wyzecam.com,32,32,1,440.919,525.662,547.473,650.829,644,3478,8.8.8.8,1665765136851.267,1665765136897.297,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,80,1,1,59997,-,51.145.143.28,92,192.168.137.223,143913,443,6274,0,91,6,143913,84,0,0,0,1,1,0,80,71,6274,7,0,0,0,1,1,1665765136946.724,1665765138455.478,1508.754,146.931,272.386,1385.378,1377.292,144.868,272.385,8192,0,0,118.050173,115.991,160.289,6.484089,59,64,64,13.101586,4.999,30.035,10.226517,8,46,47,0,0,0,0,0,0,1,1,6,1,0,1456,7140,31,29056,14560,0,38556,31,291,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1440,1472,51,205312,61568,0,5568,1,5568,0,0,0,0,0,0,0,0,0,0,0,---,5,6,apicom.netatmo.net,*.netatmo.net,0,0,0,350.793,466.812,476.94,592.932,418,5620,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,17,1,1,59060,connectivity.smartthings.com,13.225.195.104,17,192.168.137.78,738,443,8032,0,16,8,492,7,1,246,0,1,1,0,17,8,6437,7,2,1595,0,1,1,1665765139326.046,1665765140372.244,1046.198,253.712,268.22,997.455,988.53,42.227,267.618,8192,0,0,22.981713,13.868,37.592,8.467142,8,64,64,13.742156,4.635,32.692,12.786503,4,246,247,0,0,0,0,0,0,1,1,5,1,2,1460,246,6,46496,29200,0,246,31,246,0,0,0,0,0,0,1,0,0,1,1,9,1,1,1440,2856,51,67072,65535,0,5879,51,5879,1,0,0,0,1,0,0,0,0,0,0,---,6,4,connectivity.smartthings.com,*.smartthings.com,32,32,0,914.669,940.879,973.571,988.53,340,5931,192.168.137.1,1665765139186.633,1665765139187.666,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,46,1,1,54825,netatmocameraimage.blob.core.windows.net,52.239.141.196,52,192.168.137.212,1269,443,146089,1,50,47,1269,3,0,0,0,1,0,0,46,0,146089,45,0,0,0,1,0,1665765138902.569,1665765145430.931,6528.362,146.598,264.183,429.295,945.956,146.596,264.183,8192,0,0,128.990275,117.585,138.964,10.7433,4,64,64,10.633711,4.701,26.808,7.630242,21,111,112,0,0,0,0,0,0,1,1,6,1,0,1460,594,158,273664,65535,0,594,158,517,0,0,0,0,0,0,0,0,0,1,0,8,1,0,1440,5840,51,525056,65535,0,55480,51,7240,0,0,0,0,0,0,0,0,0,0,0,---,3,3,netatmocameraimage.blob.core.windows.net,*.blob.core.windows.net,160,0,1,299.063,421.171,429.295,566.612,676,7292,192.168.137.1,1665765125543.625,1665765125584.096,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,15,1,1,39106,-,192.168.137.238,15,192.168.137.225,1266,22,1805,0,14,6,1266,7,0,0,0,1,1,0,15,7,1805,6,0,0,0,1,1,1665765145461.301,1665765150313.0947,4851.794,6.444,107.845,159.145,4592.932,5.948,14.853,0,0,0,21.716648,2.966,143.556,45.829909,9,64,64,17.269753,0.08,98.241,36.20429,7,64,64,0,0,0,0,0,0,1,1,0,1,0,1460,976,16,64240,501,0,976,1,22,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1056,37,65160,64256,0,1056,52,0,0,0,0,0,0,0,0,0,0,0,0,---,7,6,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,21,1,1,39108,-,192.168.137.238,21,192.168.137.225,1334,22,2013,0,20,8,1334,8,3,3,0,1,4,0,21,9,1857,10,3,156,0,1,1,1665765145461.539,1665765151221.1787,5759.64,6.205,113.825,187.063,5539.916,6.205,13.451,0,0,0,9.599893,3.374,45.254,13.432857,9,64,64,5.389492,0.077,18.423,7.538098,5,64,64,0,0,0,0,0,0,1,1,7,1,3,1460,976,16,64256,64128,0,1024,1,22,3,0,0,0,0,0,0,0,0,1,1,7,1,1,1460,1056,37,65160,64256,0,52,1,0,0,0,0,0,0,0,3,0,0,0,0,---,9,7,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,12,1,1,39124,-,192.168.137.238,14,192.168.137.225,1234,22,1753,0,13,5,1234,7,0,0,0,1,1,0,12,5,1753,5,0,0,0,1,1,1665765152515.146,1665765152636.9,121.754,4.219,45.157,113.078,114.203,4.085,12.444,0,0,0,6.398045,3.183,12.015,3.458844,8,64,64,1.296957,0.478,1.949,0.749585,3,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,976,16,64256,64128,0,1024,16,22,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1056,37,65160,64256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,7,5,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,15,1,1,39128,-,192.168.137.238,14,192.168.137.225,1266,22,1805,0,13,5,1266,7,0,0,0,1,1,0,15,7,1805,6,0,0,0,1,1,1665765152848.727,1665765155192.764,2344.037,7.094,58.926,111.02,2327.899,5.54,16.376,0,0,0,7.049255,2.941,14.14,3.689974,9,64,64,0.515421,0.241,1.757,0.607461,7,64,64,0,0,0,0,0,0,1,1,0,1,0,1460,976,16,64240,501,0,976,1,22,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1056,37,65160,64256,0,1056,37,0,0,0,0,0,0,0,0,0,0,0,0,---,7,6,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,15,1,1,4984,treatment.grammarly.com,44.193.67.36,13,192.168.137.174,3438,443,6309,0,12,5,3438,6,0,0,0,1,1,0,15,4,6309,10,0,0,0,1,1,1665765155180.866,1665765165397.914,10217.048,55.45,83.643,170.354,10168.377,54.875,82.519,8192,0,0,36.962329,26.88,74.364,18.388241,7,128,128,8.394432,3.42,21.374,7.433198,5,237,238,0,0,0,0,0,0,1,0,8,1,0,1460,1790,38,131328,64240,0,2869,38,531,0,0,0,0,0,0,0,0,0,1,0,8,1,0,1460,2920,31,64000,26883,0,5380,46,5380,0,0,0,0,0,0,0,0,0,0,0,---,6,9,treatment.grammarly.com,treatment.grammarly.com,160,128,1,138.636,165.705,139.162,165.706,658,5655,192.168.137.1,1665765155130.539,1665765155157.18,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,13,1,1,59998,-,51.145.143.28,12,192.168.137.223,1782,443,6274,0,11,5,1782,5,0,0,0,1,1,0,13,5,6274,6,0,0,0,1,1,1665765165913.466,1665765166877.46,963.994,144.588,260.312,839.171,807.773,143.055,259.807,8192,0,0,122.659105,115.122,138.579,10.483895,7,64,64,28.710355,4.476,97.081,35.257016,6,46,47,0,0,0,0,0,0,1,1,6,1,0,1456,1074,31,29056,14560,0,1074,31,291,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1440,2888,51,65160,64128,0,5568,1,5568,0,0,0,0,0,0,0,0,0,0,0,---,5,6,apicom.netatmo.net,*.netatmo.net,0,0,0,317.396,454.49,551.571,666.694,418,5620,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,14,1,1,59294,connectivity.smartthings.com,13.225.195.7,15,192.168.137.107,492,443,6437,0,14,7,492,6,0,0,0,1,1,0,14,7,6437,5,0,0,0,1,1,1665765166229.7,1665765167194.926,965.226,767.536,782.51,932.358,900.318,607.958,781.976,8192,0,0,17.032537,14.019,37.3,8.190874,8,64,64,134.109318,4.444,570.658,244.324421,5,246,247,0,0,0,0,0,0,1,1,5,1,0,1460,246,6,46496,29200,0,246,1,246,0,0,0,0,0,0,0,0,0,1,1,9,1,0,1440,2856,51,67072,65535,0,5879,51,5879,0,0,0,0,0,0,0,0,0,0,0,---,6,4,connectivity.smartthings.com,*.smartthings.com,32,32,0,838.763,852.919,884.472,900.318,340,5931,192.168.137.1,1665765165163.144,1665765165164.228,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,96,1,1,60001,-,51.145.143.28,95,192.168.137.223,144341,443,6274,0,94,6,144341,87,0,0,0,1,1,0,96,88,6274,6,0,0,0,1,1,1665765169987.957,1665765171505.196,1517.239,155.995,272.033,1385.886,1370.434,153.446,271.272,8192,0,0,119.319834,115.018,160.148,7.964091,72,64,64,11.159814,4.894,17.03,5.342063,6,46,47,0,0,0,0,0,0,1,1,6,1,0,1456,9996,31,29056,14560,0,37128,31,291,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1440,2888,51,243712,63488,0,5568,1,5568,0,0,0,0,0,0,0,0,0,0,0,---,5,6,apicom.netatmo.net,*.netatmo.net,0,0,0,344.006,459.756,470.352,585.626,418,5620,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
0,0,3,1,1,59313,-,47.254.83.84,4,192.168.137.163,0,1340,0,0,3,2,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,1,1,1665765172492.996,1665765172703.764,210.768,0.0,0.0,0.0,0.0,118.933,203.445,0,0,0,97.909105,81.638,114.19,0.0,2,64,64,6.032198,4.743,7.322,0.0,2,111,111,0,0,0,0,0,0,1,1,3,1,0,1460,0,0,14600,14600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,0,0,263424,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,0,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,DictionaryBruteForce
