Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.137.41-239.255.255.251-10101-10101-17,192.168.137.41,10101,239.255.255.251,10101,17,17/10/2022 03:40:58 p. m.,119997583,3,0,114.0,0.0,38.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.9500191349687436,0.025000503551809,59998791.5,881.7621561396247,59999415.0,59998168.0,119997583.0,59998791.5,881.7621561396247,59999415.0,59998168.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,0,0.025000503551809,0.0,38.0,38.0,38.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,50.66666666666666,38.0,0.0,0,0,0,0,0,0,1,57,0,0,0,0,2,8,0.0,0.0,0.0,0.0,59998791.5,881.7621561396247,59999415.0,59998168.0,DictionaryBruteForce
192.168.137.41-255.255.255.255-9999-9999-17,192.168.137.41,9999,255.255.255.255,9999,17,17/10/2022 03:25:55 p. m.,119997012,3,0,87.0,0.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.7250180529495185,0.0250006225155006,59998506.0,2220.3152929257594,60000076.0,59996936.0,119997012.0,59998506.0,2220.3152929257594,60000076.0,59996936.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,0,0.0250006225155006,0.0,29.0,29.0,29.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,38.66666666666666,29.0,0.0,0,0,0,0,0,0,1,43,0,0,0,0,2,8,0.0,0.0,0.0,0.0,59998506.0,2220.3152929257594,60000076.0,59996936.0,DictionaryBruteForce
192.168.137.210-192.168.137.238-55443-37728-6,192.168.137.210,55443,192.168.137.238,37728,6,17/10/2022 03:38:00 p. m.,119996999,9,12,1876.0,2896.0,724.0,137.0,208.44444444444449,193.46001596655,724.0,0.0,241.33333333333337,356.47295787614763,39.76766118959358,0.175004376567784,5999849.95,12287275.003218884,29975333.0,348.0,119987225.0,14998403.124999998,16022739.141080452,30024873.0,2512.0,119983438.0,10907585.272727272,15101027.338233098,29975333.0,2023.0,1,0,0,0,288,384,0.0750018756719074,0.1000025008958765,0.0,724.0,249.81818181818176,303.811914930405,92301.67965367965,0,0,0,13,21,0,0,0,1.0,261.7142857142857,208.44444444444449,241.3333333333333,0,0,0,0,0,0,2,469,3,724,1409,1409,8,32,44661.25,28482.593577774245,77642.0,17776.0,29952145.0,24884.71959523185,29975333.0,29930025.0,DictionaryBruteForce
192.168.137.156-54.188.99.4-54594-8886-6,192.168.137.156,54594,54.188.99.4,8886,6,17/10/2022 03:29:33 p. m.,119996932,5,2,207.0,138.0,69.0,0.0,41.4,37.79285646785646,69.0,69.0,69.0,0.0,2.875073506045972,0.058334824760353,19999488.666666668,30574404.765307307,59471385.0,69898.0,119926693.0,29981673.25,34050474.39682027,59471385.0,459496.0,59998444.0,59998444.0,0.0,59998444.0,59998444.0,1,0,0,0,100,40,0.0416677319716807,0.0166670927886722,0.0,69.0,51.75,31.940793442153023,1020.2142857142856,0,0,0,5,7,0,0,0,0.0,59.142857142857146,41.4,69.0,0,0,0,0,0,0,2,103,1,69,3968,3968,2,20,493107.0,47533.132044922095,526718.0,459496.0,59470239.5,1619.9816356983804,59471385.0,59469094.0,DictionaryBruteForce
192.168.137.223-255.255.255.255-49154-6667-17,192.168.137.223,49154,255.255.255.255,6667,17,17/10/2022 03:39:34 p. m.,119996476,25,0,4700.0,0.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,39.16781689488948,0.208339451568561,4999853.166666668,4387.82314718979,5013900.0,4986053.0,119996476.0,4999853.166666668,4387.82314718979,5013900.0,4986053.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,200,0,0.208339451568561,0.0,188.0,188.0,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,195.52,188.0,0.0,0,0,0,0,0,0,1,195,0,0,0,0,24,8,7496312.125,4628793.533132656,14996132.0,4986053.0,5002164.916666667,3845.0604785012224,5013900.0,5000027.0,DictionaryBruteForce
192.168.137.223-255.255.255.255-49154-6667-17,192.168.137.223,49154,255.255.255.255,6667,17,17/10/2022 03:31:14 p. m.,119996409,25,0,4700.0,0.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,39.16783876424169,0.2083395678949026,4999850.375,2047.1009153455875,5002677.0,4994508.0,119996409.0,4999850.375,2047.1009153455875,5002677.0,4994508.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,200,0,0.2083395678949026,0.0,188.0,188.0,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,195.52,188.0,0.0,0,0,0,0,0,0,1,195,0,0,0,0,24,8,6872798.625,2587395.339839217,9999792.0,4994508.0,5001329.333333334,1002.8289379489426,5002677.0,5000014.0,DictionaryBruteForce
192.168.137.209-255.255.255.255-49154-6667-17,192.168.137.209,49154,255.255.255.255,6667,17,17/10/2022 03:33:06 p. m.,119996292,25,0,4700.0,0.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,39.16787695406455,0.2083397710322582,4999845.5,3841.171650964641,5005866.0,4992212.0,119996292.0,4999845.5,3841.171650964641,5005866.0,4992212.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,200,0,0.2083397710322582,0.0,188.0,188.0,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,195.52,188.0,0.0,0,0,0,0,0,0,1,195,0,0,0,0,24,8,9994767.42857143,5770748.506976192,19991706.0,4994438.0,5003292.0,2090.975636183126,5005866.0,5000097.0,DictionaryBruteForce
192.168.137.82-192.168.137.210-55112-55443-6,192.168.137.82,55112,192.168.137.210,55443,6,17/10/2022 03:36:39 p. m.,119996229,13,10,3620.0,1440.0,724.0,0.0,278.4615384615385,366.61165088428726,151.0,137.0,144.0,7.378647873726219,42.16799179580885,0.1916726899809493,5454374.045454545,11806988.687668769,29993574.0,1841.0,119996229.0,9999685.75,14719914.251163244,29993574.0,1841.0,119884623.0,13320513.666666666,15785700.73266484,30031573.0,1850.0,1,0,0,0,416,320,0.1083367378153191,0.0833359521656301,0.0,724.0,241.0,291.8428701708596,85172.26086956523,0,0,0,15,23,0,0,0,0.0,251.4782608695652,278.46153846153845,144.0,0,0,0,0,0,0,3,905,2,360,1409,5245,4,32,71418.0,66762.82683749493,168853.0,17578.0,29924807.0,78341.25972521323,29993574.0,29812045.0,DictionaryBruteForce
192.168.137.210-192.168.137.82-55443-55110-6,192.168.137.210,55443,192.168.137.82,55110,6,17/10/2022 03:37:59 p. m.,119995607,9,13,1303.0,3620.0,151.0,137.0,144.77777777777777,7.37864787372622,724.0,0.0,278.4615384615385,366.61165088428726,41.02650191185749,0.1833400451068179,5714076.523809525,12029176.754937124,29961148.0,1180.0,119995607.0,14999450.875,16012404.018222878,30069231.0,2116.0,119986948.0,9998912.333333334,14710081.717370773,29961148.0,2955.0,1,0,0,0,288,416,0.0750027457255164,0.1083372993813015,0.0,724.0,220.60869565217388,279.0726101557271,77881.52173913043,0,0,0,14,22,0,0,0,1.0,230.63636363636363,144.77777777777777,278.46153846153845,0,0,0,0,0,0,2,325,3,905,5245,1409,8,32,83468.25,43945.989353409714,141642.0,43888.0,29915138.5,49268.84197610765,29961148.0,29859471.0,DictionaryBruteForce
192.168.137.210-192.168.137.238-55443-37728-6,192.168.137.210,55443,192.168.137.238,37728,6,17/10/2022 03:40:00 p. m.,119995473,9,13,1289.0,2896.0,151.0,137.0,143.22222222222223,7.37864787372622,724.0,0.0,222.7692307692308,347.79835006464924,34.87631570901012,0.1833402498442587,5714070.142857144,12048911.787240824,29995271.0,2305.0,119982754.0,14997844.250000002,16019584.320001928,30051941.0,2661.0,119991247.0,9999270.583333334,14743372.416708024,29995271.0,2305.0,1,0,0,0,288,416,0.0750028294817422,0.1083374203625165,0.0,724.0,187.91304347826087,260.1015383973725,67652.81027667984,0,0,0,13,22,0,0,0,1.0,196.45454545454547,143.22222222222223,222.7692307692308,0,0,0,0,0,0,2,322,3,724,5245,1409,8,32,40146.75,39472.491715750606,99256.0,18256.0,29954876.5,41699.58136880212,29995271.0,29898021.0,DictionaryBruteForce
192.168.137.210-192.168.137.238-55443-37718-6,192.168.137.210,55443,192.168.137.238,37718,6,17/10/2022 03:37:20 p. m.,119995080,9,12,1303.0,2896.0,151.0,137.0,144.77777777777777,7.37864787372622,724.0,0.0,241.33333333333337,356.4729578761476,34.9931013838234,0.175007175294187,5999754.0,12209693.930664396,29956313.0,1877.0,119995080.0,14999384.999999998,15872196.46756977,29973634.0,21545.0,90317367.0,8210669.727272728,13896571.444577688,29966524.0,3285.0,1,0,0,0,288,384,0.0750030751260801,0.1000041001681068,0.0,724.0,197.7272727272727,262.63068072651845,68974.87445887446,0,0,0,13,21,0,0,0,1.0,207.1428571428572,144.77777777777777,241.3333333333333,0,0,0,0,0,0,2,325,3,724,5245,1409,8,32,198452.75,112221.72942698456,299944.0,38866.0,29800317.25,115942.00994858018,29956313.0,29675836.0,DictionaryBruteForce
192.168.137.10-54.188.99.4-17751-8886-6,192.168.137.10,17751,54.188.99.4,8886,6,17/10/2022 03:27:32 p. m.,119994925,5,2,207.0,138.0,69.0,0.0,41.4,37.79285646785646,69.0,69.0,69.0,0.0,2.8751215936840664,0.0583358004515607,19999154.166666664,30593388.94945253,59617992.0,70058.0,119994925.0,29998731.25,34058786.48149308,59617992.0,375968.0,60006808.0,60006808.0,0.0,60006808.0,60006808.0,1,0,0,0,100,40,0.0416684288939719,0.0166673715575887,0.0,69.0,51.75,31.940793442153023,1020.2142857142856,0,0,0,5,7,0,0,0,0.0,59.142857142857146,41.4,69.0,0,0,0,0,0,0,2,103,1,69,4380,3968,2,20,503224.0,179967.1610933506,630480.0,375968.0,59494238.5,175013.87809113882,59617992.0,59370485.0,DictionaryBruteForce
192.168.137.228-255.255.255.255-49154-6667-17,192.168.137.228,49154,255.255.255.255,6667,17,17/10/2022 03:45:29 p. m.,119994178,25,0,4700.0,0.0,188.0,188.0,188.0,0.0,0.0,0.0,0.0,0.0,39.16856699497537,0.2083434414626349,4999757.416666666,7224.1185586391775,5023061.0,4978402.0,119994178.0,4999757.416666666,7224.1185586391775,5023061.0,4978402.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,200,0,0.2083434414626349,0.0,188.0,188.0,188.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,195.52,188.0,0.0,0,0,0,0,0,0,1,195,0,0,0,0,24,8,6871728.875,2586957.080706235,9998792.0,4992012.0,5003495.416666667,6473.090486542745,5023061.0,5000026.0,DictionaryBruteForce
44.199.80.228-192.168.137.233-443-56398-6,44.199.80.228,443,192.168.137.233,56398,6,17/10/2022 03:36:13 p. m.,119994117,15,11,478.0,774.0,78.0,0.0,31.866666666666664,28.96763382680417,295.0,0.0,70.36363636363636,113.1603046366284,10.43384485257723,0.2166772892707731,4799764.680000001,10136882.8381594,29951480.0,1.0,119994117.0,8571008.357142856,12449884.99744602,29951480.0,1.0,90723086.0,9072308.6,12792947.091283144,30977348.0,2.0,1,0,0,0,492,388,0.125006128425446,0.0916711608453271,0.0,295.0,48.07407407407407,75.75513484801183,5738.840455840456,0,0,0,15,26,0,0,0,0.0,49.92307692307692,31.866666666666667,70.36363636363636,0,0,0,746,4,1714,3,95,2,154,849,3266,8,32,469563.8,443212.8302618281,1025823.0,30737.0,23529259.6,8261070.09110813,29951480.0,11955983.0,DictionaryBruteForce
