c_iscrypto,s_iscrypto,s_pkts_all,c_isint,s_isint,c_port,fqdn,s_ip,c_pkts_all,c_ip,c_bytes_all,s_port,s_bytes_all,c_rst_cnt,c_ack_cnt,c_ack_cnt_p,c_bytes_uniq,c_pkts_data,c_pkts_retx,c_bytes_retx,c_pkts_ooo,c_syn_cnt,c_fin_cnt,s_rst_cnt,s_ack_cnt,s_ack_cnt_p,s_bytes_uniq,s_pkts_data,s_pkts_retx,s_bytes_retx,s_pkts_ooo,s_syn_cnt,s_fin_cnt,first,last,durat,c_first,s_first,c_last,s_last,c_first_ack,s_first_ack,con_t,p2p_t,http_t,c_rtt_avg,c_rtt_min,c_rtt_max,c_rtt_std,c_rtt_cnt,c_ttl_min,c_ttl_max,s_rtt_avg,s_rtt_min,s_rtt_max,s_rtt_std,s_rtt_cnt,s_ttl_min,s_ttl_max,p2p_st,ed2k_data,ed2k_sig,ed2k_c2s,ed2k_c2c,ed2k_chat,c_f1323_opt,c_tm_opt,c_win_scl,c_sack_opt,c_sack_cnt,c_mss,c_mss_max,c_mss_min,c_win_max,c_win_min,c_win_0,c_cwin_max,c_cwin_min,c_cwin_ini,c_pkts_rto,c_pkts_fs,c_pkts_reor,c_pkts_dup,c_pkts_unk,c_pkts_fc,c_pkts_unrto,c_pkts_unfs,c_syn_retx,s_f1323_opt,s_tm_opt,s_win_scl,s_sack_opt,s_sack_cnt,s_mss,s_mss_max,s_mss_min,s_win_max,s_win_min,s_win_0,s_cwin_max,s_cwin_min,s_cwin_ini,s_pkts_rto,s_pkts_fs,s_pkts_reor,s_pkts_dup,s_pkts_unk,s_pkts_fc,s_pkts_unrto,s_pkts_unfs,s_syn_retx,http_req_cnt,http_res_cnt,http_res,c_pkts_push,s_pkts_push,c_tls_SNI,s_tls_SCN,c_npnalpn,s_npnalpn,c_tls_sesid,c_last_handshakeT,s_last_handshakeT,c_appdataT,s_appdataT,c_appdataB,s_appdataB,dns_rslv,req_tm,res_tm,c_first_abs,c_durat,c_type,s_first_abs,s_durat,s_type,protocolo,etiqueta
0,0,400,1,1,32996,arlostreaming416-z1-prod.ar.arlo.com,52.16.9.27,489,192.168.137.51,937650,443,3500,0,488,7,937650,481,0,0,0,1,1,0,400,391,3500,7,0,0,0,1,1,1666038052022.53,1666038066267.844,14245.314,208.979,320.171,14130.388,1031.167,205.143,317.855,8192,0,0,115.696419,108.553,205.53,15.276772,249,64,64,39.153217,5.252,57.554,21.351789,5,226,227,0,0,0,0,0,0,1,1,5,1,0,1460,13032,126,37792,14600,0,36200,126,129,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,2179,173,224128,26847,0,2179,226,2179,0,0,0,0,0,0,0,0,0,0,0,---,21,7,-,wowza.netgear.com,0,0,0,558.158,667.524,727.475,837.297,256,2406,192.168.137.1,1666038051949.65,1666038051990.791,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,10,1,1,59367,mcs.arlo.com,18.200.49.93,14,192.168.137.51,1067,443,6193,0,13,8,1067,4,0,0,0,1,1,0,10,2,6193,6,0,0,0,1,1,1666038066931.518,1666038068503.727,1572.209,458.099,567.003,1237.464,1234.334,393.396,565.818,8192,0,0,112.024133,107.719,131.319,9.476526,6,64,64,252.218296,3.13,345.99,131.379635,6,225,226,0,0,0,0,0,0,1,1,5,1,0,1460,713,31,32000,14600,0,839,31,197,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1460,1620,51,29440,26847,0,5964,1,5964,0,0,0,0,0,0,0,0,0,0,0,---,4,3,mcs.arlo.com,mcs.arlo.com,33,32,1,1019.305,1127.092,1124.8,1234.334,324,6016,192.168.137.1,1666038066775.012,1666038066816.7307,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,33,1,1,53685,nexusapi-us1.dropcam.com,130.211.5.107,30,192.168.137.150,3601,443,36317,1,27,21,2201,6,2,1401,0,2,0,0,33,5,36317,26,1,1,0,2,0,1666038061425.252,1666038068894.306,7469.054,138.703,177.688,1984.718,1964.529,138.702,175.661,8192,0,0,40.97215,36.543,60.679,9.657715,6,64,64,325.481818,20.187,448.789,169.939166,14,122,123,0,0,0,0,0,0,1,1,6,1,0,1460,1550,31,4194240,65535,0,1614,31,517,0,0,0,2,0,0,0,0,0,1,1,8,1,1,1412,2800,31,16776960,65535,0,29574,301,4695,0,0,0,1,0,0,0,0,0,0,0,---,5,20,nexusapi-us1.dropcam.com,-,160,0,1,740.242,178.029,740.244,777.39,582,4696,192.168.137.1,1666038060006.012,1666038060048.342,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,14,1,1,53684,nestauthproxyservice-pa.googleapis.com,142.251.32.74,17,192.168.137.150,1477,443,7272,1,14,8,1477,6,1,1,0,2,0,0,14,4,7272,8,1,1,0,2,0,1666038061001.135,1666038068894.308,7893.173,126.581,187.355,424.115,346.382,126.58,166.168,8192,0,0,45.254246,39.489,62.959,9.053413,6,64,64,47.557311,22.608,77.731,27.349229,4,122,123,0,0,0,0,0,0,1,1,6,1,0,1460,517,31,4194240,65535,0,890,1,517,0,0,0,1,0,0,0,0,0,1,1,8,1,0,1412,2800,31,16776960,65535,0,4684,1,4683,0,0,0,1,0,0,0,0,0,0,0,---,6,8,nestauthproxyservice-pa.googleapis.com,-,160,0,1,231.689,187.645,233.235,271.402,582,4684,192.168.137.1,1666038060905.824,1666038060969.119,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,16,1,1,53683,oauth2.googleapis.com,142.251.41.42,16,192.168.137.150,1721,443,7190,1,13,6,1154,7,2,568,0,2,0,0,16,5,7190,9,1,1,0,2,0,1666038060244.704,1666038068894.309,8649.605,191.122,255.894,661.118,657.707,191.118,250.599,8192,0,0,49.350688,44.194,59.477,8.768744,3,64,64,15.353732,3.409,27.3,0.0,2,122,123,0,0,0,0,0,0,1,1,6,1,0,1460,567,31,131584,65535,0,598,39,517,0,0,0,4,0,0,0,0,0,1,1,8,1,1,1412,1882,31,16776960,65535,0,4682,409,4682,0,0,0,1,0,0,0,0,0,0,0,---,6,8,oauth2.googleapis.com,-,160,0,1,564.735,256.272,564.737,606.602,582,4683,192.168.137.1,1666038060006.014,1666038060065.464,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,22,1,1,52640,device-metrics-us-2.amazon.com,54.91.103.251,28,192.168.137.233,15968,443,5319,0,27,11,15968,15,0,0,0,1,1,0,22,11,5319,9,0,0,0,1,1,1666038082841.6167,1666038083672.094,830.477,182.784,230.3,609.118,691.612,182.782,230.299,8192,0,0,65.45139,42.877,82.989,15.640875,14,64,64,66.80848,42.722,99.793,19.715916,9,233,234,0,0,0,0,0,0,1,1,5,1,0,1460,2896,6,43680,29200,0,9762,75,432,0,0,0,0,0,0,0,0,0,1,1,12,1,0,1460,2896,9,110592,26847,0,4784,115,4784,0,0,0,0,0,0,0,0,0,0,0,---,10,8,device-metrics-us-2.amazon.com,-,32,32,0,341.311,391.208,478.206,691.61,559,4955,192.168.137.1,1666038082612.186,1666038082664.756,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,25,1,1,52644,device-metrics-us-2.amazon.com,54.91.103.251,30,192.168.137.233,15197,443,5350,0,29,12,15197,16,0,0,0,1,1,0,25,13,5319,10,1,31,0,1,1,1666038083686.195,1666038084619.42,933.225,84.826,152.748,552.889,807.916,77.515,152.747,8192,0,0,64.292736,50.85,105.167,15.859645,13,64,64,39.615782,4.047,120.281,35.333835,9,237,238,0,0,0,0,0,0,1,1,5,1,1,1460,1835,6,43680,29200,0,8185,75,432,0,0,0,0,0,0,0,0,0,1,1,12,1,0,1460,2896,9,110592,26847,0,4784,115,4784,0,0,0,0,1,0,0,0,0,0,0,---,11,8,device-metrics-us-2.amazon.com,-,32,32,0,265.47,316.746,364.763,668.763,559,4955,192.168.137.1,1666038082612.186,1666038082664.756,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,14,1,1,40908,connectivity.smartthings.com,13.225.195.99,15,192.168.137.247,492,443,6437,0,14,7,492,6,0,0,0,1,1,0,14,7,6437,5,0,0,0,1,1,1666038088143.056,1666038088669.129,526.073,225.526,252.571,459.777,450.46,51.937,252.295,8192,0,0,34.923813,26.48,49.828,9.357909,8,64,64,29.872003,2.109,57.292,23.778817,5,246,247,0,0,0,0,0,0,1,1,5,1,0,1460,246,6,46496,29200,0,246,1,246,0,0,0,0,0,0,0,0,0,1,1,9,1,0,1440,2856,51,67072,65535,0,5879,51,5879,0,0,0,0,0,0,0,0,0,0,0,---,6,4,connectivity.smartthings.com,*.smartthings.com,32,32,0,324.873,365.983,423.275,450.46,340,5931,192.168.137.1,1666038087960.218,1666038087967.502,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,4,1,1,53686,ocsp.pki.goog,142.251.33.163,6,192.168.137.150,367,80,724,0,5,3,367,1,0,0,0,1,1,0,4,1,724,1,0,0,0,1,1,1666038061797.0027,1666038092954.304,31157.301,63.799,104.623,63.799,104.623,63.797,103.394,1,0,1,46.885437,38.219,62.847,13.838878,3,64,64,20.266658,0.95,37.68,18.438927,3,122,123,0,0,0,0,0,0,1,1,6,1,0,1460,367,367,131584,65535,0,367,367,367,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1412,724,724,66816,65535,0,724,724,724,0,0,0,0,0,0,0,0,0,1,1,200,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1666038061735.1987,1666038061777.718,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,4,1,1,53687,ocsp.pki.goog,142.251.33.163,6,192.168.137.150,351,80,965,0,5,3,351,1,0,0,0,1,1,0,4,1,965,1,0,0,0,1,1,1666038061797.005,1666038092954.3047,31157.3,142.3,181.986,142.3,181.986,142.298,181.474,1,0,1,54.675844,38.218,86.641,27.685185,3,64,64,46.786107,22.172,62.534,21.593322,3,122,123,0,0,0,0,0,0,1,1,6,1,0,1460,351,351,131584,65535,0,351,351,351,0,0,0,0,0,0,0,0,0,1,1,8,1,0,1412,965,965,66816,65535,0,965,965,965,0,0,0,0,0,0,0,0,0,1,1,200,1,1,-,-,0,0,0,0.0,0.0,0.0,0.0,0,0,192.168.137.1,1666038061735.1987,1666038061777.718,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,23,1,1,53689,kinesis.us-east-1.amazonaws.com,3.91.171.243,18,192.168.137.150,10740,443,7899,0,17,7,10740,8,1,1,0,1,2,0,23,11,7899,10,0,0,0,1,1,1666038088394.658,1666038094959.06,6564.402,129.436,169.313,6425.27,6361.189,129.434,169.006,8192,0,0,42.82009,39.517,63.882,8.514529,8,64,64,48.350527,3.011,99.615,34.908725,6,237,238,0,0,0,0,0,0,1,1,6,1,0,1460,3446,31,131712,65535,0,12962,31,517,0,0,0,1,0,0,0,0,0,1,1,7,1,0,1460,2896,6,62643,56576,0,2183,1,0,0,0,0,0,0,0,0,0,0,0,0,---,6,10,kinesis.us-east-1.amazonaws.com,-,32,32,1,192.17,232.098,268.59,362.326,644,5686,192.168.137.1,1666038024571.7607,1666038024621.1687,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,14,1,1,47600,connectivity.smartthings.com,13.225.195.104,15,192.168.137.253,492,443,6437,0,14,7,492,6,0,0,0,1,1,0,14,7,6437,5,0,0,0,1,1,1666038095294.45,1666038095930.634,636.184,303.259,330.991,527.192,488.081,165.883,329.615,8192,0,0,35.756428,26.08,101.685,26.639253,8,64,64,54.169517,36.387,82.432,19.183053,5,246,247,0,0,0,0,0,0,1,1,5,1,0,1460,246,6,46496,29200,0,246,31,246,0,0,0,0,0,0,0,0,0,1,1,9,1,0,1440,2856,51,67072,65535,0,5879,1,5879,0,0,0,0,0,0,0,0,0,0,0,---,6,4,connectivity.smartthings.com,*.smartthings.com,32,32,0,397.881,424.285,460.672,488.081,340,5931,192.168.137.1,1666038095110.028,1666038095158.038,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,12,1,1,53690,-,17.248.175.212,13,192.168.137.150,1779,443,7720,0,12,6,1779,4,1,1,0,1,2,0,12,5,7720,5,0,0,0,1,1,1666038097698.954,1666038098433.579,734.625,190.961,223.417,604.334,558.425,190.96,223.06,8192,0,0,36.885385,31.089,62.372,12.492277,6,64,64,74.098432,5.156,128.588,46.573336,6,52,53,0,0,0,0,0,0,1,1,6,1,0,1460,1138,31,8704,2944,0,1138,31,517,0,0,0,1,0,0,0,0,0,1,1,7,1,0,1460,2896,51,65160,64128,0,2896,1,2896,0,0,0,0,0,0,0,0,0,0,0,---,4,5,p58-caldav.icloud.com,caldav.icloud.com,160,32,1,422.193,453.653,467.166,558.425,611,6540,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,12,1,1,53691,-,17.248.175.200,12,192.168.137.150,1692,443,7722,0,11,5,1692,4,1,1,0,1,2,0,12,5,7722,5,0,0,0,1,1,1666038097698.956,1666038098433.58,734.624,191.1,224.123,641.721,566.21,190.96,223.417,8192,0,0,42.82462,31.459,79.753,18.589755,6,64,64,61.939134,4.535,111.207,41.994991,6,51,52,0,0,0,0,0,0,1,1,6,1,0,1460,1051,31,10176,2944,0,1051,31,517,0,0,0,1,0,0,0,0,0,1,1,7,1,0,1460,2896,51,65160,64128,0,2896,1,2896,0,0,0,0,0,0,0,0,0,0,0,---,4,5,p58-contacts.icloud.com,contacts.icloud.com,160,32,1,422.193,454.273,467.166,566.21,611,6695,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,13,1,1,53693,caldav.fe.apple-dns.net,17.248.175.238,13,192.168.137.150,2752,443,7617,0,12,5,2752,5,1,1,0,1,2,0,13,6,7617,5,0,0,0,1,1,1666038098426.036,1666038098907.314,481.278,77.758,110.239,406.32,379.58,77.757,109.41,8192,0,0,34.970358,31.216,55.303,8.968333,7,64,64,41.159777,22.454,63.855,16.922697,5,52,53,0,0,0,0,0,0,1,1,6,1,0,1460,1385,31,131712,65535,0,2111,31,517,0,0,0,1,0,0,0,0,0,1,1,7,1,0,1460,2896,51,65160,63872,0,6487,1,6487,0,0,0,0,0,0,0,0,0,0,0,---,5,5,p58-caldav.icloud.com,caldav.icloud.com,160,32,1,181.78,213.373,277.23,379.58,611,6539,192.168.137.1,1666038097579.6067,1666038097635.002,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,13,1,1,53692,contacts.fe.apple-dns.net,17.248.254.81,14,192.168.137.150,2123,443,7843,0,13,6,2123,5,1,1,0,1,2,0,13,6,7843,5,0,0,0,1,1,1666038098340.68,1666038099029.972,689.292,92.903,140.658,537.652,485.571,92.901,139.917,8192,0,0,32.589249,26.202,49.733,10.811095,7,64,64,64.951751,22.456,125.437,37.04314,6,54,55,0,0,0,0,0,0,1,1,6,1,0,1460,1303,31,5824,2944,0,1482,31,517,0,0,0,1,0,0,0,0,0,1,1,7,1,0,1460,2896,51,65160,64128,0,3746,1,2896,0,0,0,0,0,0,0,0,0,0,0,---,5,5,p58-contacts.icloud.com,contacts.icloud.com,160,32,1,245.466,271.729,362.831,485.571,611,6694,192.168.137.1,1666038097579.609,1666038097626.2,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,13,1,1,53694,contacts.fe.apple-dns.net,17.248.254.81,14,192.168.137.150,2166,443,7712,0,13,6,2166,5,1,1,0,1,2,0,13,6,7712,5,0,0,0,1,1,1666038099029.97,1666038100029.158,999.188,122.661,149.919,887.968,806.869,122.659,149.182,8192,0,0,37.288324,26.521,49.162,10.323979,7,64,64,95.585777,25.45,224.218,62.273796,7,54,55,0,0,0,0,0,0,1,1,6,1,0,1460,1301,31,2944,2944,0,1525,31,517,0,0,0,1,0,0,0,0,0,1,1,7,1,0,1460,2896,51,65160,64128,0,2896,1,2896,0,0,0,0,0,0,0,0,0,0,0,---,5,5,p58-contacts.icloud.com,contacts.icloud.com,160,32,1,631.093,678.038,703.908,806.869,611,6695,192.168.137.1,1666038097579.609,1666038097626.2,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,96,1,1,56351,-,51.145.143.28,93,192.168.137.48,151217,443,6274,0,92,5,151217,86,0,0,1,1,1,0,96,88,6274,6,0,0,0,1,1,1666038094224.792,1666038100037.7207,5812.929,223.809,353.936,5125.95,5030.164,222.63,353.543,8192,0,0,133.043862,129.099,173.103,9.137187,53,64,64,273.031539,70.274,464.288,183.301192,5,46,47,0,0,0,0,0,0,1,1,6,1,0,1456,5712,31,29056,14560,0,35700,1,291,1,0,0,0,0,0,0,0,0,1,1,7,1,23,1440,2888,51,271104,63488,0,5568,51,5568,0,0,0,0,0,0,0,0,0,0,0,---,5,6,apicom.netatmo.net,*.netatmo.net,0,0,0,453.096,582.536,888.824,1031.242,418,5620,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
0,0,79,1,1,56352,-,51.145.143.28,97,192.168.137.48,151905,443,6274,0,96,5,150477,90,1,1428,0,1,1,0,79,71,6274,6,0,0,0,1,1,1666038099908.487,1666038104023.58,4115.093,234.653,364.017,3962.452,3903.635,231.361,363.708,8192,0,0,131.979445,126.937,175.812,9.346544,58,64,64,46.454471,4.635,80.804,30.828792,5,47,48,0,0,0,0,0,0,1,1,6,1,0,1456,8568,31,29056,14560,0,25704,31,291,0,0,0,0,1,0,0,0,0,1,1,7,1,1,1440,2888,51,196608,64128,0,5568,51,5568,0,0,0,0,0,0,0,0,0,0,0,---,5,6,apicom.netatmo.net,*.netatmo.net,0,0,0,434.427,562.536,625.363,752.654,418,5620,-,0.0,0.0,0.0,0.0,0,0.0,0.0,0,TCP,Spoofing
